precinct_key,district_num,area_weight,block_weight,precinct_block_weight,is_kansas_city,election_county,election_county_aliases
BATES - 000003,31,1.0000000000,147.9999999994,147.9999999994,0,BATES,BATES
BATES - 000004,31,1.0000000000,100.0000000000,100.0000000000,0,BATES,BATES
BATES - 000005,31,1.0000000000,106.0000000000,106.0000000000,0,BATES,BATES
BATES - 000006,31,1.0000000000,110.9999999999,110.9999999999,0,BATES,BATES
BATES - 000007,31,1.0000000000,131.0000000000,131.0000000000,0,BATES,BATES
BATES - 000008,31,1.0000000000,197.0000000000,197.0000000000,0,BATES,BATES
BATES - 000009,31,1.0000000000,153.0000000000,153.0000000000,0,BATES,BATES
BATES - 000010,31,1.0000000000,54.0000000000,54.0000000000,0,BATES,BATES
BATES - 000011,31,1.0000000000,87.0000000001,87.0000000001,0,BATES,BATES
BATES - 000012,31,1.0000000000,88.0000000000,88.0000000000,0,BATES,BATES
BATES - 000013,31,1.0000000000,125.0000000001,125.0000000001,0,BATES,BATES
BATES - 000014,31,1.0000000000,170.9999999999,170.9999999999,0,BATES,BATES
BATES - 000015,31,1.0000000000,259.0000000000,259.0000000000,0,BATES,BATES
BATES - 000016,31,1.0000000000,77.0000000000,77.0000000000,0,BATES,BATES
BENTON - 000002,28,1.0000000000,98.0000000012,98.0000000012,0,BENTON,BENTON
BENTON - 000003,28,1.0000000000,179.9999999996,179.9999999996,0,BENTON,BENTON
BENTON - 000004,28,1.0000000000,122.9999999999,122.9999999999,0,BENTON,BENTON
BENTON - 000005,28,1.0000000000,68.0000000000,68.0000000000,0,BENTON,BENTON
BENTON - 000006,28,1.0000000000,164.0000000002,164.0000000002,0,BENTON,BENTON
BENTON - 000007,28,1.0000000000,60.9999999999,60.9999999999,0,BENTON,BENTON
BENTON - 000008,28,1.0000000000,267.0000000001,267.0000000001,0,BENTON,BENTON
BENTON - 000009,28,1.0000000000,221.9999999998,221.9999999998,0,BENTON,BENTON
BENTON - 000010,28,1.0000000000,233.9999999998,233.9999999998,0,BENTON,BENTON
BENTON - 000011,28,1.0000000000,73.0000000001,73.0000000001,0,BENTON,BENTON
BENTON - 000012,28,1.0000000000,91.0000000000,91.0000000000,0,BENTON,BENTON
BENTON - 000013,28,1.0000000000,142.0000000001,142.0000000001,0,BENTON,BENTON
BENTON - 000014,28,1.0000000000,130.9999999999,130.9999999999,0,BENTON,BENTON
BENTON - 000015,28,1.0000000000,138.9999999997,138.9999999997,0,BENTON,BENTON
BOLLINGER - 000002,27,1.0000000000,70.9999999999,70.9999999999,0,BOLLINGER,BOLLINGER
BOLLINGER - 000003,27,1.0000000000,117.0000000001,117.0000000001,0,BOLLINGER,BOLLINGER
BOLLINGER - 000004,27,1.0000000000,38.0000000000,38.0000000000,0,BOLLINGER,BOLLINGER
BOLLINGER - 000005,27,1.0000000000,63.0000000002,63.0000000002,0,BOLLINGER,BOLLINGER
BOLLINGER - 000006,27,1.0000000000,119.9999999999,119.9999999999,0,BOLLINGER,BOLLINGER
BOLLINGER - 000007,27,1.0000000000,83.9999999999,83.9999999999,0,BOLLINGER,BOLLINGER
BOLLINGER - 000008,27,1.0000000000,75.0000000000,75.0000000000,0,BOLLINGER,BOLLINGER
BOLLINGER - 000009,27,1.0000000000,105.0000000000,105.0000000000,0,BOLLINGER,BOLLINGER
BOLLINGER - 000010,27,1.0000000000,88.0000000000,88.0000000000,0,BOLLINGER,BOLLINGER
BOLLINGER - 000011,27,1.0000000000,95.0000000000,95.0000000000,0,BOLLINGER,BOLLINGER
BOLLINGER - 000012,27,1.0000000000,56.0000000000,56.0000000000,0,BOLLINGER,BOLLINGER
BOLLINGER - 000014,27,1.0000000000,66.0000000000,66.0000000000,0,BOLLINGER,BOLLINGER
BOLLINGER - 000015,27,1.0000000000,149.9999999997,149.9999999997,0,BOLLINGER,BOLLINGER
BOONE - 000002,19,1.0000000000,57.0000000000,57.0000000000,0,BOONE,BOONE
BOONE - 000003,19,1.0000000000,28.0000000001,28.0000000001,0,BOONE,BOONE
BOONE - 000004,19,1.0000000000,115.0000000001,115.0000000001,0,BOONE,BOONE
BOONE - 000005,19,1.0000000000,59.0000000000,59.0000000000,0,BOONE,BOONE
BOONE - 000006,19,1.0000000000,45.9999999999,45.9999999999,0,BOONE,BOONE
BOONE - 000007,19,1.0000000000,55.9999999998,55.9999999998,0,BOONE,BOONE
BOONE - 000008,19,1.0000000000,159.9999999998,159.9999999998,0,BOONE,BOONE
BOONE - 000009,19,1.0000000000,45.0000000000,45.0000000000,0,BOONE,BOONE
BOONE - 000010,19,1.0000000000,88.0000000001,88.0000000001,0,BOONE,BOONE
BOONE - 000011,19,1.0000000000,28.9999999999,28.9999999999,0,BOONE,BOONE
BOONE - 000012,19,1.0000000000,49.0000000000,49.0000000000,0,BOONE,BOONE
BOONE - 000013,19,1.0000000000,34.0000000000,34.0000000000,0,BOONE,BOONE
BOONE - 000014,19,1.0000000000,27.0000000000,27.0000000000,0,BOONE,BOONE
BOONE - 000015,19,1.0000000000,51.0000000000,51.0000000000,0,BOONE,BOONE
BOONE - 000016,19,1.0000000000,22.0000000000,22.0000000000,0,BOONE,BOONE
BOONE - 000017,19,1.0000000000,8.0000000000,8.0000000000,0,BOONE,BOONE
BOONE - 000018,19,1.0000000000,29.0000000000,29.0000000000,0,BOONE,BOONE
BOONE - 000019,19,1.0000000000,20.0000000002,20.0000000002,0,BOONE,BOONE
BOONE - 000020,19,1.0000000000,17.9999999998,17.9999999998,0,BOONE,BOONE
BOONE - 000021,19,1.0000000000,77.9999999993,77.9999999993,0,BOONE,BOONE
BOONE - 000022,19,1.0000000000,54.9999999999,54.9999999999,0,BOONE,BOONE
BOONE - 000023,19,1.0000000000,53.9999999999,53.9999999999,0,BOONE,BOONE
BOONE - 000024,19,1.0000000000,31.0000000000,31.0000000000,0,BOONE,BOONE
BOONE - 000025,19,1.0000000000,78.9999999997,78.9999999997,0,BOONE,BOONE
BOONE - 000026,19,1.0000000000,79.0000000002,79.0000000002,0,BOONE,BOONE
BOONE - 000027,19,1.0000000000,49.0000000002,49.0000000002,0,BOONE,BOONE
BOONE - 000028,19,1.0000000000,69.0000000001,69.0000000001,0,BOONE,BOONE
BOONE - 000029,19,1.0000000000,51.0000000000,51.0000000000,0,BOONE,BOONE
BOONE - 000030,19,1.0000000000,51.0000000000,51.0000000000,0,BOONE,BOONE
BOONE - 000031,19,1.0000000000,44.0000000000,44.0000000000,0,BOONE,BOONE
BOONE - 000032,19,1.0000000000,34.0000000004,34.0000000004,0,BOONE,BOONE
BOONE - 000033,19,1.0000000000,38.9999999998,38.9999999998,0,BOONE,BOONE
BOONE - 000034,19,1.0000000000,29.0000000003,29.0000000003,0,BOONE,BOONE
BOONE - 000035,19,1.0000000000,103.0000000002,103.0000000002,0,BOONE,BOONE
BOONE - 000036,19,1.0000000000,87.9999999996,87.9999999996,0,BOONE,BOONE
BOONE - 000037,19,1.0000000000,35.0000000001,35.0000000001,0,BOONE,BOONE
BOONE - 000038,19,1.0000000000,14.0000000000,14.0000000000,0,BOONE,BOONE
BOONE - 000039,19,1.0000000000,14.9999999998,14.9999999998,0,BOONE,BOONE
BOONE - 000040,19,1.0000000000,9.9999999999,9.9999999999,0,BOONE,BOONE
BOONE - 000041,19,1.0000000000,43.0000000001,43.0000000001,0,BOONE,BOONE
BOONE - 000042,19,1.0000000000,12.0000000001,12.0000000001,0,BOONE,BOONE
BOONE - 000043,19,1.0000000000,35.0000000001,35.0000000001,0,BOONE,BOONE
BOONE - 000044,19,1.0000000000,47.9999999999,47.9999999999,0,BOONE,BOONE
BOONE - 000045,19,1.0000000000,39.9999999999,39.9999999999,0,BOONE,BOONE
BOONE - 000046,19,1.0000000000,63.0000000000,63.0000000000,0,BOONE,BOONE
BOONE - 000047,19,1.0000000000,53.9999999999,53.9999999999,0,BOONE,BOONE
BOONE - 000048,19,1.0000000000,36.9999999998,36.9999999998,0,BOONE,BOONE
BOONE - 000049,19,1.0000000000,31.9999999999,31.9999999999,0,BOONE,BOONE
BOONE - 000050,19,1.0000000000,30.0000000000,30.0000000000,0,BOONE,BOONE
BOONE - 000051,19,1.0000000000,25.0000000000,25.0000000000,0,BOONE,BOONE
BOONE - 000052,19,1.0000000000,14.0000000000,14.0000000000,0,BOONE,BOONE
BOONE - 000053,19,1.0000000000,36.0000000001,36.0000000001,0,BOONE,BOONE
BOONE - 000054,19,1.0000000000,18.0000000000,18.0000000000,0,BOONE,BOONE
BOONE - 000055,19,1.0000000000,77.9999999996,77.9999999996,0,BOONE,BOONE
BOONE - 000056,19,1.0000000000,14.0000000000,14.0000000000,0,BOONE,BOONE
BOONE - 000057,19,1.0000000000,16.0000000000,16.0000000000,0,BOONE,BOONE
BOONE - 000058,19,1.0000000000,21.0000000000,21.0000000000,0,BOONE,BOONE
BOONE - 000059,19,1.0000000000,16.0000000000,16.0000000000,0,BOONE,BOONE
BOONE - 000060,19,1.0000000000,16.0000000000,16.0000000000,0,BOONE,BOONE
BOONE - 000061,19,1.0000000000,11.0000000001,11.0000000001,0,BOONE,BOONE
BOONE - 000062,19,1.0000000000,15.0000000000,15.0000000000,0,BOONE,BOONE
BOONE - 000063,19,1.0000000000,16.0000000000,16.0000000000,0,BOONE,BOONE
BOONE - 000064,19,1.0000000000,46.0000000000,46.0000000000,0,BOONE,BOONE
BOONE - 000065,19,1.0000000000,15.0000000000,15.0000000000,0,BOONE,BOONE
BOONE - 000066,19,1.0000000000,17.0000000000,17.0000000000,0,BOONE,BOONE
BOONE - 000067,19,1.0000000000,55.9999999999,55.9999999999,0,BOONE,BOONE
BOONE - 000068,19,1.0000000000,18.0000000001,18.0000000001,0,BOONE,BOONE
BOONE - 000069,19,1.0000000000,34.0000000001,34.0000000001,0,BOONE,BOONE
BOONE - 000070,19,1.0000000000,31.9999999998,31.9999999998,0,BOONE,BOONE
BOONE - 000071,19,1.0000000000,68.0000000001,68.0000000001,0,BOONE,BOONE
BOONE - 000072,19,1.0000000000,18.0000000000,18.0000000000,0,BOONE,BOONE
BOONE - 000073,19,1.0000000000,113.0000000000,113.0000000000,0,BOONE,BOONE
BOONE - 000074,19,1.0000000000,165.9999999999,165.9999999999,0,BOONE,BOONE
BOONE - 000075,19,1.0000000000,81.0000000000,81.0000000000,0,BOONE,BOONE
BUCHANAN - 000002,34,1.0000000000,79.0000000004,79.0000000004,0,BUCHANAN,BUCHANAN
BUCHANAN - 000003,34,1.0000000000,55.0000000002,55.0000000002,0,BUCHANAN,BUCHANAN
BUCHANAN - 000004,34,1.0000000000,35.9999999999,35.9999999999,0,BUCHANAN,BUCHANAN
BUCHANAN - 000005,34,1.0000000000,30.0000000001,30.0000000001,0,BUCHANAN,BUCHANAN
BUCHANAN - 000006,34,1.0000000000,49.0000000002,49.0000000002,0,BUCHANAN,BUCHANAN
BUCHANAN - 000007,34,1.0000000000,46.0000000000,46.0000000000,0,BUCHANAN,BUCHANAN
BUCHANAN - 000008,34,1.0000000000,58.9999999999,58.9999999999,0,BUCHANAN,BUCHANAN
BUCHANAN - 000009,34,1.0000000000,67.9999999999,67.9999999999,0,BUCHANAN,BUCHANAN
BUCHANAN - 000010,12,0.0250000000,1.0000000000,40.0000000001,0,BUCHANAN,BUCHANAN
BUCHANAN - 000010,34,0.9750000000,39.0000000001,40.0000000001,0,BUCHANAN,BUCHANAN
BUCHANAN - 000011,34,1.0000000000,45.9999999999,45.9999999999,0,BUCHANAN,BUCHANAN
BUCHANAN - 000012,34,1.0000000000,27.9999999998,27.9999999998,0,BUCHANAN,BUCHANAN
BUCHANAN - 000013,12,0.0000706234,0.0028249379,40.0000000001,0,BUCHANAN,BUCHANAN
BUCHANAN - 000013,34,0.9999293766,39.9971750622,40.0000000001,0,BUCHANAN,BUCHANAN
BUCHANAN - 000014,12,1.0000000000,62.9999999998,62.9999999998,0,BUCHANAN,BUCHANAN
BUCHANAN - 000015,34,1.0000000000,65.9999999999,65.9999999999,0,BUCHANAN,BUCHANAN
BUCHANAN - 000016,34,1.0000000000,29.0000000001,29.0000000001,0,BUCHANAN,BUCHANAN
BUCHANAN - 000017,12,0.3902439024,16.0000000001,41.0000000000,0,BUCHANAN,BUCHANAN
BUCHANAN - 000017,34,0.6097560976,24.9999999999,41.0000000000,0,BUCHANAN,BUCHANAN
BUCHANAN - 000018,12,0.2970273585,36.5343650901,122.9999999999,0,BUCHANAN,BUCHANAN
BUCHANAN - 000018,34,0.7029726415,86.4656349098,122.9999999999,0,BUCHANAN,BUCHANAN
BUCHANAN - 000019,12,0.9586547084,49.8500448388,52.0000000002,0,BUCHANAN,BUCHANAN
BUCHANAN - 000019,34,0.0413452916,2.1499551614,52.0000000002,0,BUCHANAN,BUCHANAN
BUCHANAN - 000020,34,1.0000000000,15.9999999999,15.9999999999,0,BUCHANAN,BUCHANAN
BUCHANAN - 000021,12,1.0000000000,75.9999999997,75.9999999997,0,BUCHANAN,BUCHANAN
BUCHANAN - 000022,12,1.0000000000,68.9999999998,68.9999999998,0,BUCHANAN,BUCHANAN
BUCHANAN - 000023,12,1.0000000000,52.0000000000,52.0000000000,0,BUCHANAN,BUCHANAN
BUCHANAN - 000024,34,1.0000000000,38.0000000000,38.0000000000,0,BUCHANAN,BUCHANAN
BUCHANAN - 000025,34,1.0000000000,86.0000000000,86.0000000000,0,BUCHANAN,BUCHANAN
BUCHANAN - 000026,12,1.0000000000,63.9999999999,63.9999999999,0,BUCHANAN,BUCHANAN
BUCHANAN - 000027,12,0.5086788543,17.8037598995,34.9999999999,0,BUCHANAN,BUCHANAN
BUCHANAN - 000027,34,0.4913211457,17.1962401004,34.9999999999,0,BUCHANAN,BUCHANAN
BUCHANAN - 000028,34,1.0000000000,15.0000000000,15.0000000000,0,BUCHANAN,BUCHANAN
BUCHANAN - 000029,34,1.0000000000,13.9999999999,13.9999999999,0,BUCHANAN,BUCHANAN
BUCHANAN - 000030,12,0.4528294046,25.3584466582,56.0000000000,0,BUCHANAN,BUCHANAN
BUCHANAN - 000030,34,0.5471705954,30.6415533418,56.0000000000,0,BUCHANAN,BUCHANAN
BUCHANAN - 000031,34,1.0000000000,20.9999999999,20.9999999999,0,BUCHANAN,BUCHANAN
BUCHANAN - 000032,34,1.0000000000,76.9999999998,76.9999999998,0,BUCHANAN,BUCHANAN
BUCHANAN - 000033,34,1.0000000000,35.9999999999,35.9999999999,0,BUCHANAN,BUCHANAN
BUCHANAN - 000034,34,1.0000000000,50.0000000002,50.0000000002,0,BUCHANAN,BUCHANAN
BUCHANAN - 000035,34,1.0000000000,46.9999999998,46.9999999998,0,BUCHANAN,BUCHANAN
BUCHANAN - 000036,34,1.0000000000,9.0000000001,9.0000000001,0,BUCHANAN,BUCHANAN
BUCHANAN - 000037,34,1.0000000000,17.0000000000,17.0000000000,0,BUCHANAN,BUCHANAN
BUCHANAN - 000038,34,1.0000000000,66.0000000000,66.0000000000,0,BUCHANAN,BUCHANAN
BUCHANAN - 000039,34,1.0000000000,13.9999999997,13.9999999997,0,BUCHANAN,BUCHANAN
BUCHANAN - 000040,34,1.0000000000,68.0000000000,68.0000000000,0,BUCHANAN,BUCHANAN
BUCHANAN - 000041,34,1.0000000000,90.0000000002,90.0000000002,0,BUCHANAN,BUCHANAN
BUCHANAN - 000042,34,1.0000000000,41.0000000001,41.0000000001,0,BUCHANAN,BUCHANAN
BUCHANAN - 000043,34,1.0000000000,42.0000000000,42.0000000000,0,BUCHANAN,BUCHANAN
BUCHANAN - 000044,34,1.0000000000,39.0000000002,39.0000000002,0,BUCHANAN,BUCHANAN
BUCHANAN - 000045,34,1.0000000000,96.0000000001,96.0000000001,0,BUCHANAN,BUCHANAN
BUCHANAN - 000046,34,1.0000000000,58.9999999999,58.9999999999,0,BUCHANAN,BUCHANAN
BUCHANAN - 000047,34,1.0000000000,135.0000000001,135.0000000001,0,BUCHANAN,BUCHANAN
BUCHANAN - 000048,34,1.0000000000,31.0000000000,31.0000000000,0,BUCHANAN,BUCHANAN
BUCHANAN - 000049,34,1.0000000000,28.9999999999,28.9999999999,0,BUCHANAN,BUCHANAN
BUCHANAN - 000050,34,1.0000000000,18.0000000001,18.0000000001,0,BUCHANAN,BUCHANAN
BUCHANAN - 000051,34,1.0000000000,67.0000000000,67.0000000000,0,BUCHANAN,BUCHANAN
BUCHANAN - 000052,34,1.0000000000,39.9999999999,39.9999999999,0,BUCHANAN,BUCHANAN
BUCHANAN - 000053,34,1.0000000000,58.0000000000,58.0000000000,0,BUCHANAN,BUCHANAN
BUCHANAN - 000054,34,1.0000000000,33.0000000000,33.0000000000,0,BUCHANAN,BUCHANAN
BUCHANAN - 000055,34,1.0000000000,31.0000000002,31.0000000002,0,BUCHANAN,BUCHANAN
BUCHANAN - 000056,34,1.0000000000,21.9999999999,21.9999999999,0,BUCHANAN,BUCHANAN
BUCHANAN - 000057,34,1.0000000000,32.0000000000,32.0000000000,0,BUCHANAN,BUCHANAN
BUCHANAN - 000058,34,1.0000000000,18.0000000000,18.0000000000,0,BUCHANAN,BUCHANAN
BUCHANAN - 000059,34,1.0000000000,47.9999999997,47.9999999997,0,BUCHANAN,BUCHANAN
BUCHANAN - 000060,34,1.0000000000,130.0000000002,130.0000000002,0,BUCHANAN,BUCHANAN
BUCHANAN - 000061,34,1.0000000000,27.0000000001,27.0000000001,0,BUCHANAN,BUCHANAN
BUTLER - 000002,25,1.0000000000,113.9999999997,113.9999999997,0,BUTLER,BUTLER
BUTLER - 000003,25,1.0000000000,58.0000000000,58.0000000000,0,BUTLER,BUTLER
BUTLER - 000004,25,1.0000000000,56.0000000000,56.0000000000,0,BUTLER,BUTLER
BUTLER - 000005,25,1.0000000000,56.9999999999,56.9999999999,0,BUTLER,BUTLER
BUTLER - 000006,25,1.0000000000,281.9999999999,281.9999999999,0,BUTLER,BUTLER
