county,ward,precinct,office,last name,first name,candidate,party,votes
ADAIR,,SW BENTON-1,Attorney General,Moore,Mitch,,LIB,27
ADAIR,,TSU-BENTON,Attorney General,Moore,Mitch,,LIB,39
ADAIR,,UNION TEMPLE,Attorney General,Moore,Mitch,,LIB,5
ADAIR,,WILLMATHSVILLE,Attorney General,Moore,Mitch,,LIB,4
ADAIR,,YARROW,Attorney General,Moore,Mitch,,LIB,3
ADAIR,,BRASHEAR,Governor,Holden,Bob,,DEM,121
ADAIR,,FEDERAL,Governor,Holden,Bob,,DEM,0
ADAIR,,GIBBS,Governor,Holden,Bob,,DEM,55
ADAIR,,MILLARD,Governor,Holden,Bob,,DEM,96
ADAIR,,NE BENTON-4,Governor,Holden,Bob,,DEM,538
ADAIR,,NE BENTON-5,Governor,Holden,Bob,,DEM,333
ADAIR,,NE BENTON-6,Governor,Holden,Bob,,DEM,478
ADAIR,,NOVINGER,Governor,Holden,Bob,,DEM,315
ADAIR,,RURAL BENTON,Governor,Holden,Bob,,DEM,586
ADAIR,,SE BENTON-2,Governor,Holden,Bob,,DEM,532
ADAIR,,SE BENTON-3,Governor,Holden,Bob,,DEM,434
ADAIR,,SUBLETTE,Governor,Holden,Bob,,DEM,121
ADAIR,,SW BENTON-1,Governor,Holden,Bob,,DEM,335
ADAIR,,TSU-BENTON,Governor,Holden,Bob,,DEM,375
ADAIR,,UNION TEMPLE,Governor,Holden,Bob,,DEM,44
ADAIR,,WILLMATHSVILLE,Governor,Holden,Bob,,DEM,66
ADAIR,,YARROW,Governor,Holden,Bob,,DEM,44
ADAIR,,BRASHEAR,Governor,Talent,Jim,,REP,178
ADAIR,,FEDERAL,Governor,Talent,Jim,,REP,0
ADAIR,,GIBBS,Governor,Talent,Jim,,REP,135
ADAIR,,MILLARD,Governor,Talent,Jim,,REP,100
ADAIR,,NE BENTON-4,Governor,Talent,Jim,,REP,501
ADAIR,,NE BENTON-5,Governor,Talent,Jim,,REP,436
ADAIR,,NE BENTON-6,Governor,Talent,Jim,,REP,545
ADAIR,,NOVINGER,Governor,Talent,Jim,,REP,428
ADAIR,,RURAL BENTON,Governor,Talent,Jim,,REP,953
ADAIR,,SE BENTON-2,Governor,Talent,Jim,,REP,650
ADAIR,,SE BENTON-3,Governor,Talent,Jim,,REP,392
ADAIR,,SUBLETTE,Governor,Talent,Jim,,REP,180
ADAIR,,SW BENTON-1,Governor,Talent,Jim,,REP,367
ADAIR,,TSU-BENTON,Governor,Talent,Jim,,REP,370
ADAIR,,UNION TEMPLE,Governor,Talent,Jim,,REP,76
ADAIR,,WILLMATHSVILLE,Governor,Talent,Jim,,REP,118
ADAIR,,YARROW,Governor,Talent,Jim,,REP,89
ADAIR,,BRASHEAR,Governor,Swenson,John M.,,LIB,6
ADAIR,,FEDERAL,Governor,Swenson,John M.,,LIB,0
ADAIR,,GIBBS,Governor,Swenson,John M.,,LIB,1
ADAIR,,MILLARD,Governor,Swenson,John M.,,LIB,0
ADAIR,,NE BENTON-4,Governor,Swenson,John M.,,LIB,12
ADAIR,,NE BENTON-5,Governor,Swenson,John M.,,LIB,2
ADAIR,,NE BENTON-6,Governor,Swenson,John M.,,LIB,3
ADAIR,,NOVINGER,Governor,Swenson,John M.,,LIB,8
ADAIR,,RURAL BENTON,Governor,Swenson,John M.,,LIB,7
ADAIR,,SE BENTON-2,Governor,Swenson,John M.,,LIB,3
ADAIR,,SE BENTON-3,Governor,Swenson,John M.,,LIB,3
ADAIR,,SUBLETTE,Governor,Swenson,John M.,,LIB,5
ADAIR,,SW BENTON-1,Governor,Swenson,John M.,,LIB,4
ADAIR,,TSU-BENTON,Governor,Swenson,John M.,,LIB,18
ADAIR,,UNION TEMPLE,Governor,Swenson,John M.,,LIB,1
ADAIR,,WILLMATHSVILLE,Governor,Swenson,John M.,,LIB,1
ADAIR,,YARROW,Governor,Swenson,John M.,,LIB,1
ADAIR,,BRASHEAR,Governor,Kline,Richard Allen,,REF,2
ADAIR,,FEDERAL,Governor,Kline,Richard Allen,,REF,0
ADAIR,,GIBBS,Governor,Kline,Richard Allen,,REF,0
ADAIR,,MILLARD,Governor,Kline,Richard Allen,,REF,0
ADAIR,,NE BENTON-4,Governor,Kline,Richard Allen,,REF,1
ADAIR,,NE BENTON-5,Governor,Kline,Richard Allen,,REF,0
ADAIR,,NE BENTON-6,Governor,Kline,Richard Allen,,REF,1
ADAIR,,NOVINGER,Governor,Kline,Richard Allen,,REF,1
ADAIR,,RURAL BENTON,Governor,Kline,Richard Allen,,REF,2
ADAIR,,SE BENTON-2,Governor,Kline,Richard Allen,,REF,1
ADAIR,,SE BENTON-3,Governor,Kline,Richard Allen,,REF,1
ADAIR,,SUBLETTE,Governor,Kline,Richard Allen,,REF,1
ADAIR,,SW BENTON-1,Governor,Kline,Richard Allen,,REF,1
ADAIR,,TSU-BENTON,Governor,Kline,Richard Allen,,REF,0
ADAIR,,UNION TEMPLE,Governor,Kline,Richard Allen,,REF,0
ADAIR,,WILLMATHSVILLE,Governor,Kline,Richard Allen,,REF,0
ADAIR,,YARROW,Governor,Kline,Richard Allen,,REF,1
ADAIR,,BRASHEAR,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
ADAIR,,FEDERAL,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
ADAIR,,GIBBS,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
ADAIR,,MILLARD,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
ADAIR,,NE BENTON-4,Governor,Reed,Lavoy (Zaki Baruti),,GRE,18
ADAIR,,NE BENTON-5,Governor,Reed,Lavoy (Zaki Baruti),,GRE,3
ADAIR,,NE BENTON-6,Governor,Reed,Lavoy (Zaki Baruti),,GRE,4
ADAIR,,NOVINGER,Governor,Reed,Lavoy (Zaki Baruti),,GRE,1
ADAIR,,RURAL BENTON,Governor,Reed,Lavoy (Zaki Baruti),,GRE,6
ADAIR,,SE BENTON-2,Governor,Reed,Lavoy (Zaki Baruti),,GRE,7
ADAIR,,SE BENTON-3,Governor,Reed,Lavoy (Zaki Baruti),,GRE,20
ADAIR,,SUBLETTE,Governor,Reed,Lavoy (Zaki Baruti),,GRE,1
ADAIR,,SW BENTON-1,Governor,Reed,Lavoy (Zaki Baruti),,GRE,6
ADAIR,,TSU-BENTON,Governor,Reed,Lavoy (Zaki Baruti),,GRE,21
ADAIR,,UNION TEMPLE,Governor,Reed,Lavoy (Zaki Baruti),,GRE,1
ADAIR,,WILLMATHSVILLE,Governor,Reed,Lavoy (Zaki Baruti),,GRE,1
ADAIR,,YARROW,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
ADAIR,,BRASHEAR,Governor,Smith,Richard L.,,CST,0
ADAIR,,FEDERAL,Governor,Smith,Richard L.,,CST,0
ADAIR,,GIBBS,Governor,Smith,Richard L.,,CST,0
ADAIR,,MILLARD,Governor,Smith,Richard L.,,CST,0
ADAIR,,NE BENTON-4,Governor,Smith,Richard L.,,CST,0
ADAIR,,NE BENTON-5,Governor,Smith,Richard L.,,CST,0
ADAIR,,NE BENTON-6,Governor,Smith,Richard L.,,CST,2
ADAIR,,NOVINGER,Governor,Smith,Richard L.,,CST,3
ADAIR,,RURAL BENTON,Governor,Smith,Richard L.,,CST,1
ADAIR,,SE BENTON-2,Governor,Smith,Richard L.,,CST,2
ADAIR,,SE BENTON-3,Governor,Smith,Richard L.,,CST,0
ADAIR,,SUBLETTE,Governor,Smith,Richard L.,,CST,0
ADAIR,,SW BENTON-1,Governor,Smith,Richard L.,,CST,3
ADAIR,,TSU-BENTON,Governor,Smith,Richard L.,,CST,1
ADAIR,,UNION TEMPLE,Governor,Smith,Richard L.,,CST,2
ADAIR,,WILLMATHSVILLE,Governor,Smith,Richard L.,,CST,2
ADAIR,,YARROW,Governor,Smith,Richard L.,,CST,2
ADAIR,,BRASHEAR,Governor,Rice,Larry,,IND,0
ADAIR,,FEDERAL,Governor,Rice,Larry,,IND,0
ADAIR,,GIBBS,Governor,Rice,Larry,,IND,0
ADAIR,,MILLARD,Governor,Rice,Larry,,IND,1
ADAIR,,NE BENTON-4,Governor,Rice,Larry,,IND,12
ADAIR,,NE BENTON-5,Governor,Rice,Larry,,IND,1
ADAIR,,NE BENTON-6,Governor,Rice,Larry,,IND,0
ADAIR,,NOVINGER,Governor,Rice,Larry,,IND,3
ADAIR,,RURAL BENTON,Governor,Rice,Larry,,IND,7
ADAIR,,SE BENTON-2,Governor,Rice,Larry,,IND,3
ADAIR,,SE BENTON-3,Governor,Rice,Larry,,IND,6
ADAIR,,SUBLETTE,Governor,Rice,Larry,,IND,1
ADAIR,,SW BENTON-1,Governor,Rice,Larry,,IND,2
ADAIR,,TSU-BENTON,Governor,Rice,Larry,,IND,9
ADAIR,,UNION TEMPLE,Governor,Rice,Larry,,IND,0
ADAIR,,WILLMATHSVILLE,Governor,Rice,Larry,,IND,1
ADAIR,,YARROW,Governor,Rice,Larry,,IND,0
ADAIR,,BRASHEAR,Lieutenant Governor,Maxwell,Joe,,DEM,171
ADAIR,,FEDERAL,Lieutenant Governor,Maxwell,Joe,,DEM,0
ADAIR,,GIBBS,Lieutenant Governor,Maxwell,Joe,,DEM,95
ADAIR,,MILLARD,Lieutenant Governor,Maxwell,Joe,,DEM,127
ADAIR,,NE BENTON-4,Lieutenant Governor,Maxwell,Joe,,DEM,635
ADAIR,,NE BENTON-5,Lieutenant Governor,Maxwell,Joe,,DEM,455
ADAIR,,NE BENTON-6,Lieutenant Governor,Maxwell,Joe,,DEM,595
ADAIR,,NOVINGER,Lieutenant Governor,Maxwell,Joe,,DEM,425
ADAIR,,RURAL BENTON,Lieutenant Governor,Maxwell,Joe,,DEM,837
ADAIR,,SE BENTON-2,Lieutenant Governor,Maxwell,Joe,,DEM,662
ADAIR,,SE BENTON-3,Lieutenant Governor,Maxwell,Joe,,DEM,458
ADAIR,,SUBLETTE,Lieutenant Governor,Maxwell,Joe,,DEM,157
ADAIR,,SW BENTON-1,Lieutenant Governor,Maxwell,Joe,,DEM,395
ADAIR,,TSU-BENTON,Lieutenant Governor,Maxwell,Joe,,DEM,387
ADAIR,,UNION TEMPLE,Lieutenant Governor,Maxwell,Joe,,DEM,54
ADAIR,,WILLMATHSVILLE,Lieutenant Governor,Maxwell,Joe,,DEM,102
ADAIR,,YARROW,Lieutenant Governor,Maxwell,Joe,,DEM,59
ADAIR,,BRASHEAR,Lieutenant Governor,Bailey,Wendell,,REP,122
ADAIR,,FEDERAL,Lieutenant Governor,Bailey,Wendell,,REP,0
ADAIR,,GIBBS,Lieutenant Governor,Bailey,Wendell,,REP,95
ADAIR,,MILLARD,Lieutenant Governor,Bailey,Wendell,,REP,65
ADAIR,,NE BENTON-4,Lieutenant Governor,Bailey,Wendell,,REP,369
ADAIR,,NE BENTON-5,Lieutenant Governor,Bailey,Wendell,,REP,294
ADAIR,,NE BENTON-6,Lieutenant Governor,Bailey,Wendell,,REP,404
ADAIR,,NOVINGER,Lieutenant Governor,Bailey,Wendell,,REP,319
ADAIR,,RURAL BENTON,Lieutenant Governor,Bailey,Wendell,,REP,664
ADAIR,,SE BENTON-2,Lieutenant Governor,Bailey,Wendell,,REP,497
ADAIR,,SE BENTON-3,Lieutenant Governor,Bailey,Wendell,,REP,312
ADAIR,,SUBLETTE,Lieutenant Governor,Bailey,Wendell,,REP,136
ADAIR,,SW BENTON-1,Lieutenant Governor,Bailey,Wendell,,REP,272
ADAIR,,TSU-BENTON,Lieutenant Governor,Bailey,Wendell,,REP,268
ADAIR,,UNION TEMPLE,Lieutenant Governor,Bailey,Wendell,,REP,65
ADAIR,,WILLMATHSVILLE,Lieutenant Governor,Bailey,Wendell,,REP,78
ADAIR,,YARROW,Lieutenant Governor,Bailey,Wendell,,REP,68
ADAIR,,BRASHEAR,Lieutenant Governor,Horras,Phillip W.,,LIB,4
ADAIR,,FEDERAL,Lieutenant Governor,Horras,Phillip W.,,LIB,0
ADAIR,,GIBBS,Lieutenant Governor,Horras,Phillip W.,,LIB,0
ADAIR,,MILLARD,Lieutenant Governor,Horras,Phillip W.,,LIB,0
ADAIR,,NE BENTON-4,Lieutenant Governor,Horras,Phillip W.,,LIB,17
ADAIR,,NE BENTON-5,Lieutenant Governor,Horras,Phillip W.,,LIB,3
ADAIR,,NE BENTON-6,Lieutenant Governor,Horras,Phillip W.,,LIB,4
ADAIR,,NOVINGER,Lieutenant Governor,Horras,Phillip W.,,LIB,9
ADAIR,,RURAL BENTON,Lieutenant Governor,Horras,Phillip W.,,LIB,5
ADAIR,,SE BENTON-2,Lieutenant Governor,Horras,Phillip W.,,LIB,4
ADAIR,,SE BENTON-3,Lieutenant Governor,Horras,Phillip W.,,LIB,12
ADAIR,,SUBLETTE,Lieutenant Governor,Horras,Phillip W.,,LIB,5
ADAIR,,SW BENTON-1,Lieutenant Governor,Horras,Phillip W.,,LIB,4
ADAIR,,TSU-BENTON,Lieutenant Governor,Horras,Phillip W.,,LIB,25
ADAIR,,UNION TEMPLE,Lieutenant Governor,Horras,Phillip W.,,LIB,1
ADAIR,,WILLMATHSVILLE,Lieutenant Governor,Horras,Phillip W.,,LIB,0
ADAIR,,YARROW,Lieutenant Governor,Horras,Phillip W.,,LIB,2
ADAIR,,BRASHEAR,Lieutenant Governor,Weber,George D.,,REF,4
ADAIR,,FEDERAL,Lieutenant Governor,Weber,George D.,,REF,0
ADAIR,,GIBBS,Lieutenant Governor,Weber,George D.,,REF,1
ADAIR,,MILLARD,Lieutenant Governor,Weber,George D.,,REF,1
ADAIR,,NE BENTON-4,Lieutenant Governor,Weber,George D.,,REF,1
ADAIR,,NE BENTON-5,Lieutenant Governor,Weber,George D.,,REF,3
ADAIR,,NE BENTON-6,Lieutenant Governor,Weber,George D.,,REF,6
ADAIR,,NOVINGER,Lieutenant Governor,Weber,George D.,,REF,1
ADAIR,,RURAL BENTON,Lieutenant Governor,Weber,George D.,,REF,10
ADAIR,,SE BENTON-2,Lieutenant Governor,Weber,George D.,,REF,4
ADAIR,,SE BENTON-3,Lieutenant Governor,Weber,George D.,,REF,6
ADAIR,,SUBLETTE,Lieutenant Governor,Weber,George D.,,REF,1
ADAIR,,SW BENTON-1,Lieutenant Governor,Weber,George D.,,REF,5
ADAIR,,TSU-BENTON,Lieutenant Governor,Weber,George D.,,REF,7
ADAIR,,UNION TEMPLE,Lieutenant Governor,Weber,George D.,,REF,1
ADAIR,,WILLMATHSVILLE,Lieutenant Governor,Weber,George D.,,REF,2
ADAIR,,YARROW,Lieutenant Governor,Weber,George D.,,REF,3
ADAIR,,BRASHEAR,Lieutenant Governor,Kjelshus,Ben,,GRE,0
ADAIR,,FEDERAL,Lieutenant Governor,Kjelshus,Ben,,GRE,0
ADAIR,,GIBBS,Lieutenant Governor,Kjelshus,Ben,,GRE,0
ADAIR,,MILLARD,Lieutenant Governor,Kjelshus,Ben,,GRE,0
ADAIR,,NE BENTON-4,Lieutenant Governor,Kjelshus,Ben,,GRE,27
ADAIR,,NE BENTON-5,Lieutenant Governor,Kjelshus,Ben,,GRE,5
ADAIR,,NE BENTON-6,Lieutenant Governor,Kjelshus,Ben,,GRE,6
ADAIR,,NOVINGER,Lieutenant Governor,Kjelshus,Ben,,GRE,3
ADAIR,,RURAL BENTON,Lieutenant Governor,Kjelshus,Ben,,GRE,3
ADAIR,,SE BENTON-2,Lieutenant Governor,Kjelshus,Ben,,GRE,13
ADAIR,,SE BENTON-3,Lieutenant Governor,Kjelshus,Ben,,GRE,22
ADAIR,,SUBLETTE,Lieutenant Governor,Kjelshus,Ben,,GRE,2
ADAIR,,SW BENTON-1,Lieutenant Governor,Kjelshus,Ben,,GRE,6
ADAIR,,TSU-BENTON,Lieutenant Governor,Kjelshus,Ben,,GRE,40
ADAIR,,UNION TEMPLE,Lieutenant Governor,Kjelshus,Ben,,GRE,1
ADAIR,,WILLMATHSVILLE,Lieutenant Governor,Kjelshus,Ben,,GRE,1
ADAIR,,YARROW,Lieutenant Governor,Kjelshus,Ben,,GRE,0
ADAIR,,BRASHEAR,Lieutenant Governor,Wells,Bob,,CST,3
ADAIR,,FEDERAL,Lieutenant Governor,Wells,Bob,,CST,0
ADAIR,,GIBBS,Lieutenant Governor,Wells,Bob,,CST,1
ADAIR,,MILLARD,Lieutenant Governor,Wells,Bob,,CST,0
ADAIR,,NE BENTON-4,Lieutenant Governor,Wells,Bob,,CST,9
ADAIR,,NE BENTON-5,Lieutenant Governor,Wells,Bob,,CST,3
ADAIR,,NE BENTON-6,Lieutenant Governor,Wells,Bob,,CST,2
ADAIR,,NOVINGER,Lieutenant Governor,Wells,Bob,,CST,5
ADAIR,,RURAL BENTON,Lieutenant Governor,Wells,Bob,,CST,6
ADAIR,,SE BENTON-2,Lieutenant Governor,Wells,Bob,,CST,6
ADAIR,,SE BENTON-3,Lieutenant Governor,Wells,Bob,,CST,3
ADAIR,,SUBLETTE,Lieutenant Governor,Wells,Bob,,CST,2
ADAIR,,SW BENTON-1,Lieutenant Governor,Wells,Bob,,CST,4
ADAIR,,TSU-BENTON,Lieutenant Governor,Wells,Bob,,CST,9
ADAIR,,UNION TEMPLE,Lieutenant Governor,Wells,Bob,,CST,3
ADAIR,,WILLMATHSVILLE,Lieutenant Governor,Wells,Bob,,CST,2
ADAIR,,YARROW,Lieutenant Governor,Wells,Bob,,CST,2
ADAIR,,BRASHEAR,Lieutenant Governor,Griffard,Patricia A.,,NAT,3
ADAIR,,FEDERAL,Lieutenant Governor,Griffard,Patricia A.,,NAT,0
ADAIR,,GIBBS,Lieutenant Governor,Griffard,Patricia A.,,NAT,1
ADAIR,,MILLARD,Lieutenant Governor,Griffard,Patricia A.,,NAT,1
ADAIR,,NE BENTON-4,Lieutenant Governor,Griffard,Patricia A.,,NAT,7
ADAIR,,NE BENTON-5,Lieutenant Governor,Griffard,Patricia A.,,NAT,3
ADAIR,,NE BENTON-6,Lieutenant Governor,Griffard,Patricia A.,,NAT,5
ADAIR,,NOVINGER,Lieutenant Governor,Griffard,Patricia A.,,NAT,4
ADAIR,,RURAL BENTON,Lieutenant Governor,Griffard,Patricia A.,,NAT,11
ADAIR,,SE BENTON-2,Lieutenant Governor,Griffard,Patricia A.,,NAT,3
ADAIR,,SE BENTON-3,Lieutenant Governor,Griffard,Patricia A.,,NAT,7
ADAIR,,SUBLETTE,Lieutenant Governor,Griffard,Patricia A.,,NAT,3
ADAIR,,SW BENTON-1,Lieutenant Governor,Griffard,Patricia A.,,NAT,13
ADAIR,,TSU-BENTON,Lieutenant Governor,Griffard,Patricia A.,,NAT,13
ADAIR,,UNION TEMPLE,Lieutenant Governor,Griffard,Patricia A.,,NAT,0
ADAIR,,WILLMATHSVILLE,Lieutenant Governor,Griffard,Patricia A.,,NAT,1
ADAIR,,YARROW,Lieutenant Governor,Griffard,Patricia A.,,NAT,3
ADAIR,,BRASHEAR,Lieutenant Governor,Reed,Steven,,WI,0
ADAIR,,FEDERAL,Lieutenant Governor,Reed,Steven,,WI,0
ADAIR,,GIBBS,Lieutenant Governor,Reed,Steven,,WI,0
ADAIR,,MILLARD,Lieutenant Governor,Reed,Steven,,WI,0
ADAIR,,NE BENTON-4,Lieutenant Governor,Reed,Steven,,WI,0
ADAIR,,NE BENTON-5,Lieutenant Governor,Reed,Steven,,WI,0
ADAIR,,NE BENTON-6,Lieutenant Governor,Reed,Steven,,WI,0
ADAIR,,NOVINGER,Lieutenant Governor,Reed,Steven,,WI,0
ADAIR,,RURAL BENTON,Lieutenant Governor,Reed,Steven,,WI,0
ADAIR,,SE BENTON-2,Lieutenant Governor,Reed,Steven,,WI,0
ADAIR,,SE BENTON-3,Lieutenant Governor,Reed,Steven,,WI,0
ADAIR,,SUBLETTE,Lieutenant Governor,Reed,Steven,,WI,0
ADAIR,,SW BENTON-1,Lieutenant Governor,Reed,Steven,,WI,0
ADAIR,,TSU-BENTON,Lieutenant Governor,Reed,Steven,,WI,0
ADAIR,,UNION TEMPLE,Lieutenant Governor,Reed,Steven,,WI,0
ADAIR,,WILLMATHSVILLE,Lieutenant Governor,Reed,Steven,,WI,0
ADAIR,,YARROW,Lieutenant Governor,Reed,Steven,,WI,0
ADAIR,,BRASHEAR,Secretary Of State,Gaw,Steve,,DEM,108
ADAIR,,FEDERAL,Secretary Of State,Gaw,Steve,,DEM,0
ADAIR,,GIBBS,Secretary Of State,Gaw,Steve,,DEM,61
ADAIR,,MILLARD,Secretary Of State,Gaw,Steve,,DEM,83
ADAIR,,NE BENTON-4,Secretary Of State,Gaw,Steve,,DEM,516
ADAIR,,NE BENTON-5,Secretary Of State,Gaw,Steve,,DEM,347
ADAIR,,NE BENTON-6,Secretary Of State,Gaw,Steve,,DEM,483
ADAIR,,NOVINGER,Secretary Of State,Gaw,Steve,,DEM,328
ADAIR,,RURAL BENTON,Secretary Of State,Gaw,Steve,,DEM,623
ADAIR,,SE BENTON-2,Secretary Of State,Gaw,Steve,,DEM,524
ADAIR,,SE BENTON-3,Secretary Of State,Gaw,Steve,,DEM,384
ADAIR,,SUBLETTE,Secretary Of State,Gaw,Steve,,DEM,114
ADAIR,,SW BENTON-1,Secretary Of State,Gaw,Steve,,DEM,290
ADAIR,,TSU-BENTON,Secretary Of State,Gaw,Steve,,DEM,318
ADAIR,,UNION TEMPLE,Secretary Of State,Gaw,Steve,,DEM,40
ADAIR,,WILLMATHSVILLE,Secretary Of State,Gaw,Steve,,DEM,78
ADAIR,,YARROW,Secretary Of State,Gaw,Steve,,DEM,58
ADAIR,,BRASHEAR,Secretary Of State,Blunt,Matt,,REP,180
ADAIR,,FEDERAL,Secretary Of State,Blunt,Matt,,REP,0
ADAIR,,GIBBS,Secretary Of State,Blunt,Matt,,REP,127
ADAIR,,MILLARD,Secretary Of State,Blunt,Matt,,REP,89
ADAIR,,NE BENTON-4,Secretary Of State,Blunt,Matt,,REP,468
ADAIR,,NE BENTON-5,Secretary Of State,Blunt,Matt,,REP,385
ADAIR,,NE BENTON-6,Secretary Of State,Blunt,Matt,,REP,499
ADAIR,,NOVINGER,Secretary Of State,Blunt,Matt,,REP,381
ADAIR,,RURAL BENTON,Secretary Of State,Blunt,Matt,,REP,852
ADAIR,,SE BENTON-2,Secretary Of State,Blunt,Matt,,REP,616
ADAIR,,SE BENTON-3,Secretary Of State,Blunt,Matt,,REP,368
ADAIR,,SUBLETTE,Secretary Of State,Blunt,Matt,,REP,163
ADAIR,,SW BENTON-1,Secretary Of State,Blunt,Matt,,REP,355
ADAIR,,TSU-BENTON,Secretary Of State,Blunt,Matt,,REP,324
ADAIR,,UNION TEMPLE,Secretary Of State,Blunt,Matt,,REP,77
ADAIR,,WILLMATHSVILLE,Secretary Of State,Blunt,Matt,,REP,102
ADAIR,,YARROW,Secretary Of State,Blunt,Matt,,REP,71
ADAIR,,BRASHEAR,Secretary Of State,Southard,Jane Spence,,LIB,5
ADAIR,,FEDERAL,Secretary Of State,Southard,Jane Spence,,LIB,0
ADAIR,,GIBBS,Secretary Of State,Southard,Jane Spence,,LIB,2
ADAIR,,MILLARD,Secretary Of State,Southard,Jane Spence,,LIB,5
ADAIR,,NE BENTON-4,Secretary Of State,Southard,Jane Spence,,LIB,26
ADAIR,,NE BENTON-5,Secretary Of State,Southard,Jane Spence,,LIB,8
ADAIR,,NE BENTON-6,Secretary Of State,Southard,Jane Spence,,LIB,10
ADAIR,,NOVINGER,Secretary Of State,Southard,Jane Spence,,LIB,19
ADAIR,,RURAL BENTON,Secretary Of State,Southard,Jane Spence,,LIB,15
ADAIR,,SE BENTON-2,Secretary Of State,Southard,Jane Spence,,LIB,19
ADAIR,,SE BENTON-3,Secretary Of State,Southard,Jane Spence,,LIB,17
ADAIR,,SUBLETTE,Secretary Of State,Southard,Jane Spence,,LIB,12
ADAIR,,SW BENTON-1,Secretary Of State,Southard,Jane Spence,,LIB,15
ADAIR,,TSU-BENTON,Secretary Of State,Southard,Jane Spence,,LIB,22
ADAIR,,UNION TEMPLE,Secretary Of State,Southard,Jane Spence,,LIB,2
