county,ward,precinct,office,last name,first name,candidate,party,votes
DOUGLAS,,SPEN,Attorney General,Nixon,Jeremiah W. (Jay),,DEM,25
DOUGLAS,,WALL,Attorney General,Nixon,Jeremiah W. (Jay),,DEM,104
DOUGLAS,,WASH,Attorney General,Nixon,Jeremiah W. (Jay),,DEM,99
DOUGLAS,,WOOD,Attorney General,Nixon,Jeremiah W. (Jay),,DEM,57
DOUGLAS,,ABEN1,Attorney General,Jones,Sam,,REP,24
DOUGLAS,,ABEN2,Attorney General,Jones,Sam,,REP,65
DOUGLAS,,ABOON,Attorney General,Jones,Sam,,REP,10
DOUGLAS,,ABROW,Attorney General,Jones,Sam,,REP,8
DOUGLAS,,ABRUS,Attorney General,Jones,Sam,,REP,5
DOUGLAS,,ABRYN,Attorney General,Jones,Sam,,REP,3
DOUGLAS,,ABUCH,Attorney General,Jones,Sam,,REP,4
DOUGLAS,,ACAMP,Attorney General,Jones,Sam,,REP,9
DOUGLAS,,ACASS,Attorney General,Jones,Sam,,REP,5
DOUGLAS,,ACHAM,Attorney General,Jones,Sam,,REP,5
DOUGLAS,,ACLAY,Attorney General,Jones,Sam,,REP,5
DOUGLAS,,ACLIN,Attorney General,Jones,Sam,,REP,5
DOUGLAS,,AFIND,Attorney General,Jones,Sam,,REP,22
DOUGLAS,,AJACK,Attorney General,Jones,Sam,,REP,4
DOUGLAS,,ALINC,Attorney General,Jones,Sam,,REP,2
DOUGLAS,,AMCKN,Attorney General,Jones,Sam,,REP,5
DOUGLAS,,AMCMR,Attorney General,Jones,Sam,,REP,4
DOUGLAS,,AMILL,Attorney General,Jones,Sam,,REP,22
DOUGLAS,,ARICH,Attorney General,Jones,Sam,,REP,5
DOUGLAS,,ASPCK,Attorney General,Jones,Sam,,REP,15
DOUGLAS,,ASPEN,Attorney General,Jones,Sam,,REP,2
DOUGLAS,,AWALL,Attorney General,Jones,Sam,,REP,16
DOUGLAS,,AWASH,Attorney General,Jones,Sam,,REP,9
DOUGLAS,,AWOOD,Attorney General,Jones,Sam,,REP,7
DOUGLAS,,BEN1,Attorney General,Jones,Sam,,REP,285
DOUGLAS,,BEN2,Attorney General,Jones,Sam,,REP,478
DOUGLAS,,BOON,Attorney General,Jones,Sam,,REP,124
DOUGLAS,,BROW,Attorney General,Jones,Sam,,REP,46
DOUGLAS,,BRUS,Attorney General,Jones,Sam,,REP,66
DOUGLAS,,BRYN,Attorney General,Jones,Sam,,REP,82
DOUGLAS,,BUCH,Attorney General,Jones,Sam,,REP,62
DOUGLAS,,CAMP,Attorney General,Jones,Sam,,REP,103
DOUGLAS,,CASS,Attorney General,Jones,Sam,,REP,77
DOUGLAS,,CHAM,Attorney General,Jones,Sam,,REP,65
DOUGLAS,,CLAY,Attorney General,Jones,Sam,,REP,77
DOUGLAS,,CLIN,Attorney General,Jones,Sam,,REP,41
DOUGLAS,,FIND,Attorney General,Jones,Sam,,REP,154
DOUGLAS,,JACK,Attorney General,Jones,Sam,,REP,70
DOUGLAS,,LINC,Attorney General,Jones,Sam,,REP,67
DOUGLAS,,MCKN,Attorney General,Jones,Sam,,REP,34
DOUGLAS,,MCMR,Attorney General,Jones,Sam,,REP,74
DOUGLAS,,MILL,Attorney General,Jones,Sam,,REP,120
DOUGLAS,,RICH,Attorney General,Jones,Sam,,REP,62
DOUGLAS,,SPCK,Attorney General,Jones,Sam,,REP,128
DOUGLAS,,SPEN,Attorney General,Jones,Sam,,REP,41
DOUGLAS,,WALL,Attorney General,Jones,Sam,,REP,123
DOUGLAS,,WASH,Attorney General,Jones,Sam,,REP,107
DOUGLAS,,WOOD,Attorney General,Jones,Sam,,REP,76
DOUGLAS,,ABEN1,Attorney General,Moore,Mitch,,LIB,0
DOUGLAS,,ABEN2,Attorney General,Moore,Mitch,,LIB,0
DOUGLAS,,ABOON,Attorney General,Moore,Mitch,,LIB,1
DOUGLAS,,ABROW,Attorney General,Moore,Mitch,,LIB,0
DOUGLAS,,ABRUS,Attorney General,Moore,Mitch,,LIB,1
DOUGLAS,,ABRYN,Attorney General,Moore,Mitch,,LIB,0
DOUGLAS,,ABUCH,Attorney General,Moore,Mitch,,LIB,1
DOUGLAS,,ACAMP,Attorney General,Moore,Mitch,,LIB,0
DOUGLAS,,ACASS,Attorney General,Moore,Mitch,,LIB,1
DOUGLAS,,ACHAM,Attorney General,Moore,Mitch,,LIB,0
DOUGLAS,,ACLAY,Attorney General,Moore,Mitch,,LIB,0
DOUGLAS,,ACLIN,Attorney General,Moore,Mitch,,LIB,0
DOUGLAS,,AFIND,Attorney General,Moore,Mitch,,LIB,1
DOUGLAS,,AJACK,Attorney General,Moore,Mitch,,LIB,1
DOUGLAS,,ALINC,Attorney General,Moore,Mitch,,LIB,0
DOUGLAS,,AMCKN,Attorney General,Moore,Mitch,,LIB,0
DOUGLAS,,AMCMR,Attorney General,Moore,Mitch,,LIB,0
DOUGLAS,,AMILL,Attorney General,Moore,Mitch,,LIB,1
DOUGLAS,,ARICH,Attorney General,Moore,Mitch,,LIB,0
DOUGLAS,,ASPCK,Attorney General,Moore,Mitch,,LIB,1
DOUGLAS,,ASPEN,Attorney General,Moore,Mitch,,LIB,0
DOUGLAS,,AWALL,Attorney General,Moore,Mitch,,LIB,0
DOUGLAS,,AWASH,Attorney General,Moore,Mitch,,LIB,2
DOUGLAS,,AWOOD,Attorney General,Moore,Mitch,,LIB,0
DOUGLAS,,BEN1,Attorney General,Moore,Mitch,,LIB,14
DOUGLAS,,BEN2,Attorney General,Moore,Mitch,,LIB,13
DOUGLAS,,BOON,Attorney General,Moore,Mitch,,LIB,6
DOUGLAS,,BROW,Attorney General,Moore,Mitch,,LIB,4
DOUGLAS,,BRUS,Attorney General,Moore,Mitch,,LIB,1
DOUGLAS,,BRYN,Attorney General,Moore,Mitch,,LIB,4
DOUGLAS,,BUCH,Attorney General,Moore,Mitch,,LIB,0
DOUGLAS,,CAMP,Attorney General,Moore,Mitch,,LIB,3
DOUGLAS,,CASS,Attorney General,Moore,Mitch,,LIB,1
DOUGLAS,,CHAM,Attorney General,Moore,Mitch,,LIB,4
DOUGLAS,,CLAY,Attorney General,Moore,Mitch,,LIB,4
DOUGLAS,,CLIN,Attorney General,Moore,Mitch,,LIB,2
DOUGLAS,,FIND,Attorney General,Moore,Mitch,,LIB,3
DOUGLAS,,JACK,Attorney General,Moore,Mitch,,LIB,2
DOUGLAS,,LINC,Attorney General,Moore,Mitch,,LIB,3
DOUGLAS,,MCKN,Attorney General,Moore,Mitch,,LIB,2
DOUGLAS,,MCMR,Attorney General,Moore,Mitch,,LIB,5
DOUGLAS,,MILL,Attorney General,Moore,Mitch,,LIB,2
DOUGLAS,,RICH,Attorney General,Moore,Mitch,,LIB,1
DOUGLAS,,SPCK,Attorney General,Moore,Mitch,,LIB,3
DOUGLAS,,SPEN,Attorney General,Moore,Mitch,,LIB,2
DOUGLAS,,WALL,Attorney General,Moore,Mitch,,LIB,5
DOUGLAS,,WASH,Attorney General,Moore,Mitch,,LIB,4
DOUGLAS,,WOOD,Attorney General,Moore,Mitch,,LIB,4
DOUGLAS,,ABEN1,Governor,Holden,Bob,,DEM,23
DOUGLAS,,ABEN2,Governor,Holden,Bob,,DEM,35
DOUGLAS,,ABOON,Governor,Holden,Bob,,DEM,9
DOUGLAS,,ABROW,Governor,Holden,Bob,,DEM,6
DOUGLAS,,ABRUS,Governor,Holden,Bob,,DEM,3
DOUGLAS,,ABRYN,Governor,Holden,Bob,,DEM,0
DOUGLAS,,ABUCH,Governor,Holden,Bob,,DEM,1
DOUGLAS,,ACAMP,Governor,Holden,Bob,,DEM,3
DOUGLAS,,ACASS,Governor,Holden,Bob,,DEM,0
DOUGLAS,,ACHAM,Governor,Holden,Bob,,DEM,2
DOUGLAS,,ACLAY,Governor,Holden,Bob,,DEM,7
DOUGLAS,,ACLIN,Governor,Holden,Bob,,DEM,1
DOUGLAS,,AFIND,Governor,Holden,Bob,,DEM,5
DOUGLAS,,AJACK,Governor,Holden,Bob,,DEM,4
DOUGLAS,,ALINC,Governor,Holden,Bob,,DEM,7
DOUGLAS,,AMCKN,Governor,Holden,Bob,,DEM,2
DOUGLAS,,AMCMR,Governor,Holden,Bob,,DEM,7
DOUGLAS,,AMILL,Governor,Holden,Bob,,DEM,4
DOUGLAS,,ARICH,Governor,Holden,Bob,,DEM,0
DOUGLAS,,ASPCK,Governor,Holden,Bob,,DEM,10
DOUGLAS,,ASPEN,Governor,Holden,Bob,,DEM,3
DOUGLAS,,AWALL,Governor,Holden,Bob,,DEM,6
DOUGLAS,,AWASH,Governor,Holden,Bob,,DEM,7
DOUGLAS,,AWOOD,Governor,Holden,Bob,,DEM,2
DOUGLAS,,BEN1,Governor,Holden,Bob,,DEM,202
DOUGLAS,,BEN2,Governor,Holden,Bob,,DEM,357
DOUGLAS,,BOON,Governor,Holden,Bob,,DEM,70
DOUGLAS,,BROW,Governor,Holden,Bob,,DEM,22
DOUGLAS,,BRUS,Governor,Holden,Bob,,DEM,49
DOUGLAS,,BRYN,Governor,Holden,Bob,,DEM,30
DOUGLAS,,BUCH,Governor,Holden,Bob,,DEM,22
DOUGLAS,,CAMP,Governor,Holden,Bob,,DEM,54
DOUGLAS,,CASS,Governor,Holden,Bob,,DEM,26
DOUGLAS,,CHAM,Governor,Holden,Bob,,DEM,44
DOUGLAS,,CLAY,Governor,Holden,Bob,,DEM,18
DOUGLAS,,CLIN,Governor,Holden,Bob,,DEM,36
DOUGLAS,,FIND,Governor,Holden,Bob,,DEM,79
DOUGLAS,,JACK,Governor,Holden,Bob,,DEM,26
DOUGLAS,,LINC,Governor,Holden,Bob,,DEM,67
DOUGLAS,,MCKN,Governor,Holden,Bob,,DEM,22
DOUGLAS,,MCMR,Governor,Holden,Bob,,DEM,71
DOUGLAS,,MILL,Governor,Holden,Bob,,DEM,77
DOUGLAS,,RICH,Governor,Holden,Bob,,DEM,40
DOUGLAS,,SPCK,Governor,Holden,Bob,,DEM,96
DOUGLAS,,SPEN,Governor,Holden,Bob,,DEM,24
DOUGLAS,,WALL,Governor,Holden,Bob,,DEM,99
DOUGLAS,,WASH,Governor,Holden,Bob,,DEM,87
DOUGLAS,,WOOD,Governor,Holden,Bob,,DEM,48
DOUGLAS,,ABEN1,Governor,Talent,Jim,,REP,28
DOUGLAS,,ABEN2,Governor,Talent,Jim,,REP,75
DOUGLAS,,ABOON,Governor,Talent,Jim,,REP,13
DOUGLAS,,ABROW,Governor,Talent,Jim,,REP,9
DOUGLAS,,ABRUS,Governor,Talent,Jim,,REP,5
DOUGLAS,,ABRYN,Governor,Talent,Jim,,REP,4
DOUGLAS,,ABUCH,Governor,Talent,Jim,,REP,6
DOUGLAS,,ACAMP,Governor,Talent,Jim,,REP,10
DOUGLAS,,ACASS,Governor,Talent,Jim,,REP,6
DOUGLAS,,ACHAM,Governor,Talent,Jim,,REP,5
DOUGLAS,,ACLAY,Governor,Talent,Jim,,REP,4
DOUGLAS,,ACLIN,Governor,Talent,Jim,,REP,5
DOUGLAS,,AFIND,Governor,Talent,Jim,,REP,23
DOUGLAS,,AJACK,Governor,Talent,Jim,,REP,5
DOUGLAS,,ALINC,Governor,Talent,Jim,,REP,2
DOUGLAS,,AMCKN,Governor,Talent,Jim,,REP,4
DOUGLAS,,AMCMR,Governor,Talent,Jim,,REP,6
DOUGLAS,,AMILL,Governor,Talent,Jim,,REP,22
DOUGLAS,,ARICH,Governor,Talent,Jim,,REP,5
DOUGLAS,,ASPCK,Governor,Talent,Jim,,REP,18
DOUGLAS,,ASPEN,Governor,Talent,Jim,,REP,2
DOUGLAS,,AWALL,Governor,Talent,Jim,,REP,20
DOUGLAS,,AWASH,Governor,Talent,Jim,,REP,10
DOUGLAS,,AWOOD,Governor,Talent,Jim,,REP,8
DOUGLAS,,BEN1,Governor,Talent,Jim,,REP,347
DOUGLAS,,BEN2,Governor,Talent,Jim,,REP,578
DOUGLAS,,BOON,Governor,Talent,Jim,,REP,141
DOUGLAS,,BROW,Governor,Talent,Jim,,REP,53
DOUGLAS,,BRUS,Governor,Talent,Jim,,REP,75
DOUGLAS,,BRYN,Governor,Talent,Jim,,REP,97
DOUGLAS,,BUCH,Governor,Talent,Jim,,REP,71
DOUGLAS,,CAMP,Governor,Talent,Jim,,REP,106
DOUGLAS,,CASS,Governor,Talent,Jim,,REP,78
DOUGLAS,,CHAM,Governor,Talent,Jim,,REP,75
DOUGLAS,,CLAY,Governor,Talent,Jim,,REP,78
DOUGLAS,,CLIN,Governor,Talent,Jim,,REP,46
DOUGLAS,,FIND,Governor,Talent,Jim,,REP,169
DOUGLAS,,JACK,Governor,Talent,Jim,,REP,75
DOUGLAS,,LINC,Governor,Talent,Jim,,REP,91
DOUGLAS,,MCKN,Governor,Talent,Jim,,REP,38
DOUGLAS,,MCMR,Governor,Talent,Jim,,REP,94
DOUGLAS,,MILL,Governor,Talent,Jim,,REP,155
DOUGLAS,,RICH,Governor,Talent,Jim,,REP,78
DOUGLAS,,SPCK,Governor,Talent,Jim,,REP,171
DOUGLAS,,SPEN,Governor,Talent,Jim,,REP,47
DOUGLAS,,WALL,Governor,Talent,Jim,,REP,134
DOUGLAS,,WASH,Governor,Talent,Jim,,REP,130
DOUGLAS,,WOOD,Governor,Talent,Jim,,REP,95
DOUGLAS,,ABEN1,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,ABEN2,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,ABOON,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,ABROW,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,ABRUS,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,ABRYN,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,ABUCH,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,ACAMP,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,ACASS,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,ACHAM,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,ACLAY,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,ACLIN,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,AFIND,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,AJACK,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,ALINC,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,AMCKN,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,AMCMR,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,AMILL,Governor,Swenson,John M.,,LIB,1
DOUGLAS,,ARICH,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,ASPCK,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,ASPEN,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,AWALL,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,AWASH,Governor,Swenson,John M.,,LIB,1
DOUGLAS,,AWOOD,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,BEN1,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,BEN2,Governor,Swenson,John M.,,LIB,1
DOUGLAS,,BOON,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,BROW,Governor,Swenson,John M.,,LIB,1
DOUGLAS,,BRUS,Governor,Swenson,John M.,,LIB,1
DOUGLAS,,BRYN,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,BUCH,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,CAMP,Governor,Swenson,John M.,,LIB,1
DOUGLAS,,CASS,Governor,Swenson,John M.,,LIB,1
DOUGLAS,,CHAM,Governor,Swenson,John M.,,LIB,1
DOUGLAS,,CLAY,Governor,Swenson,John M.,,LIB,1
DOUGLAS,,CLIN,Governor,Swenson,John M.,,LIB,1
DOUGLAS,,FIND,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,JACK,Governor,Swenson,John M.,,LIB,2
DOUGLAS,,LINC,Governor,Swenson,John M.,,LIB,1
DOUGLAS,,MCKN,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,MCMR,Governor,Swenson,John M.,,LIB,1
DOUGLAS,,MILL,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,RICH,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,SPCK,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,SPEN,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,WALL,Governor,Swenson,John M.,,LIB,1
DOUGLAS,,WASH,Governor,Swenson,John M.,,LIB,1
DOUGLAS,,WOOD,Governor,Swenson,John M.,,LIB,0
DOUGLAS,,ABEN1,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,ABEN2,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,ABOON,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,ABROW,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,ABRUS,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,ABRYN,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,ABUCH,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,ACAMP,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,ACASS,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,ACHAM,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,ACLAY,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,ACLIN,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,AFIND,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,AJACK,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,ALINC,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,AMCKN,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,AMCMR,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,AMILL,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,ARICH,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,ASPCK,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,ASPEN,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,AWALL,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,AWASH,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,AWOOD,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,BEN1,Governor,Kline,Richard Allen,,REF,2
DOUGLAS,,BEN2,Governor,Kline,Richard Allen,,REF,2
DOUGLAS,,BOON,Governor,Kline,Richard Allen,,REF,1
DOUGLAS,,BROW,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,BRUS,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,BRYN,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,BUCH,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,CAMP,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,CASS,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,CHAM,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,CLAY,Governor,Kline,Richard Allen,,REF,1
DOUGLAS,,CLIN,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,FIND,Governor,Kline,Richard Allen,,REF,1
DOUGLAS,,JACK,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,LINC,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,MCKN,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,MCMR,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,MILL,Governor,Kline,Richard Allen,,REF,4
DOUGLAS,,RICH,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,SPCK,Governor,Kline,Richard Allen,,REF,1
DOUGLAS,,SPEN,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,WALL,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,WASH,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,WOOD,Governor,Kline,Richard Allen,,REF,0
DOUGLAS,,ABEN1,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,ABEN2,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,ABOON,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,ABROW,Governor,Reed,Lavoy (Zaki Baruti),,GRE,1
DOUGLAS,,ABRUS,Governor,Reed,Lavoy (Zaki Baruti),,GRE,1
DOUGLAS,,ABRYN,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,ABUCH,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,ACAMP,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,ACASS,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,ACHAM,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,ACLAY,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,ACLIN,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,AFIND,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,AJACK,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,ALINC,Governor,Reed,Lavoy (Zaki Baruti),,GRE,1
DOUGLAS,,AMCKN,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,AMCMR,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,AMILL,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,ARICH,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,ASPCK,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,ASPEN,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,AWALL,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,AWASH,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,AWOOD,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,BEN1,Governor,Reed,Lavoy (Zaki Baruti),,GRE,3
DOUGLAS,,BEN2,Governor,Reed,Lavoy (Zaki Baruti),,GRE,1
DOUGLAS,,BOON,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,BROW,Governor,Reed,Lavoy (Zaki Baruti),,GRE,1
DOUGLAS,,BRUS,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,BRYN,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,BUCH,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,CAMP,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,CASS,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,CHAM,Governor,Reed,Lavoy (Zaki Baruti),,GRE,1
DOUGLAS,,CLAY,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,CLIN,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,FIND,Governor,Reed,Lavoy (Zaki Baruti),,GRE,1
DOUGLAS,,JACK,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,LINC,Governor,Reed,Lavoy (Zaki Baruti),,GRE,2
DOUGLAS,,MCKN,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,MCMR,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,MILL,Governor,Reed,Lavoy (Zaki Baruti),,GRE,1
DOUGLAS,,RICH,Governor,Reed,Lavoy (Zaki Baruti),,GRE,4
DOUGLAS,,SPCK,Governor,Reed,Lavoy (Zaki Baruti),,GRE,1
DOUGLAS,,SPEN,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,WALL,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,WASH,Governor,Reed,Lavoy (Zaki Baruti),,GRE,0
DOUGLAS,,WOOD,Governor,Reed,Lavoy (Zaki Baruti),,GRE,1
DOUGLAS,,ABEN1,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,ABEN2,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,ABOON,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,ABROW,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,ABRUS,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,ABRYN,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,ABUCH,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,ACAMP,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,ACASS,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,ACHAM,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,ACLAY,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,ACLIN,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,AFIND,Governor,Smith,Richard L.,,CST,1
DOUGLAS,,AJACK,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,ALINC,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,AMCKN,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,AMCMR,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,AMILL,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,ARICH,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,ASPCK,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,ASPEN,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,AWALL,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,AWASH,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,AWOOD,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,BEN1,Governor,Smith,Richard L.,,CST,1
DOUGLAS,,BEN2,Governor,Smith,Richard L.,,CST,1
DOUGLAS,,BOON,Governor,Smith,Richard L.,,CST,1
DOUGLAS,,BROW,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,BRUS,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,BRYN,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,BUCH,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,CAMP,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,CASS,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,CHAM,Governor,Smith,Richard L.,,CST,3
DOUGLAS,,CLAY,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,CLIN,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,FIND,Governor,Smith,Richard L.,,CST,2
DOUGLAS,,JACK,Governor,Smith,Richard L.,,CST,1
DOUGLAS,,LINC,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,MCKN,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,MCMR,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,MILL,Governor,Smith,Richard L.,,CST,1
DOUGLAS,,RICH,Governor,Smith,Richard L.,,CST,1
DOUGLAS,,SPCK,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,SPEN,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,WALL,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,WASH,Governor,Smith,Richard L.,,CST,1
DOUGLAS,,WOOD,Governor,Smith,Richard L.,,CST,0
DOUGLAS,,ABEN1,Governor,Rice,Larry,,IND,0
DOUGLAS,,ABEN2,Governor,Rice,Larry,,IND,2
DOUGLAS,,ABOON,Governor,Rice,Larry,,IND,0
DOUGLAS,,ABROW,Governor,Rice,Larry,,IND,0
DOUGLAS,,ABRUS,Governor,Rice,Larry,,IND,0
DOUGLAS,,ABRYN,Governor,Rice,Larry,,IND,0
