county,precinct,office,district,candidate,party,votes
CALDWELL,1 KIDDER,U.S. House,6,Charles Broomfield,DEM,141
CALDWELL,1 KIDDER,U.S. House,6,Samuel Graves,REP,295
CALDWELL,1 KIDDER,U.S. House,6,Erik Buck,LIB,6
CALDWELL,1 KIDDER,U.S. Senate,,Nancy Farmer,DEM,156
CALDWELL,1 KIDDER,U.S. Senate,,Christopher Bond,REP,270
CALDWELL,1 KIDDER,U.S. Senate,,Kevin Tull,LIB,4
CALDWELL,1 KIDDER,U.S. Senate,,Don Griffin,CST,2
CALDWELL,1 KINGSTON,Attorney General,,Jeremiah Nixon,DEM,142
CALDWELL,1 KINGSTON,Attorney General,,Christopher Byrd,REP,115
CALDWELL,1 KINGSTON,Attorney General,,David Browning,LIB,0
CALDWELL,1 KINGSTON,Attorney General,,David Fry,CST,3
CALDWELL,1 KINGSTON,Governor,,Claire McCaskill,DEM,98
CALDWELL,1 KINGSTON,Governor,,Matthew Blunt,REP,172
CALDWELL,1 KINGSTON,Governor,,John Swenson,LIB,2
CALDWELL,1 KINGSTON,Governor,,Robert Wells,CST,1
CALDWELL,1 KINGSTON,Governor,,Kenneth Johnson,WI,0
CALDWELL,1 KINGSTON,Lieutenant Governor,,Rebecca Cook,DEM,108
CALDWELL,1 KINGSTON,Lieutenant Governor,,Peter Kinder,REP,157
CALDWELL,1 KINGSTON,Lieutenant Governor,,Michael Ferguson,LIB,4
CALDWELL,1 KINGSTON,Lieutenant Governor,,Bruce Hillis,CST,2
CALDWELL,1 KINGSTON,Secretary Of State,,Robin Carnahan,DEM,127
CALDWELL,1 KINGSTON,Secretary Of State,,Catherine Hanaway,REP,144
CALDWELL,1 KINGSTON,Secretary Of State,,Christopher Davis,LIB,4
CALDWELL,1 KINGSTON,Secretary Of State,,Donna Ivanovich,CST,1
CALDWELL,1 KINGSTON,State House,7,Rene Mulkey,DEM,89
CALDWELL,1 KINGSTON,State House,7,John Quinn,REP,176
CALDWELL,1 KINGSTON,State Treasurer,,Mark Powell,DEM,102
CALDWELL,1 KINGSTON,State Treasurer,,Sarah Steelman,REP,159
CALDWELL,1 KINGSTON,State Treasurer,,Lisa Emerson,LIB,4
CALDWELL,1 KINGSTON,State Treasurer,,Chris Fluharty,CST,0
CALDWELL,1 KINGSTON,President,,John F. Kerry,DEM,95
CALDWELL,1 KINGSTON,President,,George W. Bush,REP,174
CALDWELL,1 KINGSTON,President,,Michael Badnarik,LIB,1
CALDWELL,1 KINGSTON,President,,Michael A. Peroutka,CST,0
CALDWELL,1 KINGSTON,President,,Ralph Nader,WI,0
CALDWELL,1 KINGSTON,U.S. House,6,Charles Broomfield,DEM,73
CALDWELL,1 KINGSTON,U.S. House,6,Samuel Graves,REP,196
CALDWELL,1 KINGSTON,U.S. House,6,Erik Buck,LIB,5
CALDWELL,1 KINGSTON,U.S. Senate,,Nancy Farmer,DEM,78
CALDWELL,1 KINGSTON,U.S. Senate,,Christopher Bond,REP,184
CALDWELL,1 KINGSTON,U.S. Senate,,Kevin Tull,LIB,4
CALDWELL,1 KINGSTON,U.S. Senate,,Don Griffin,CST,2
CALDWELL,1 LINCOLN,Attorney General,,Jeremiah Nixon,DEM,90
CALDWELL,1 LINCOLN,Attorney General,,Christopher Byrd,REP,117
CALDWELL,1 LINCOLN,Attorney General,,David Browning,LIB,4
CALDWELL,1 LINCOLN,Attorney General,,David Fry,CST,2
CALDWELL,1 LINCOLN,Governor,,Claire McCaskill,DEM,77
CALDWELL,1 LINCOLN,Governor,,Matthew Blunt,REP,141
CALDWELL,1 LINCOLN,Governor,,John Swenson,LIB,3
CALDWELL,1 LINCOLN,Governor,,Robert Wells,CST,1
CALDWELL,1 LINCOLN,Governor,,Kenneth Johnson,WI,0
CALDWELL,1 LINCOLN,Lieutenant Governor,,Rebecca Cook,DEM,71
CALDWELL,1 LINCOLN,Lieutenant Governor,,Peter Kinder,REP,129
CALDWELL,1 LINCOLN,Lieutenant Governor,,Michael Ferguson,LIB,11
CALDWELL,1 LINCOLN,Lieutenant Governor,,Bruce Hillis,CST,6
CALDWELL,1 LINCOLN,Secretary Of State,,Robin Carnahan,DEM,86
CALDWELL,1 LINCOLN,Secretary Of State,,Catherine Hanaway,REP,121
CALDWELL,1 LINCOLN,Secretary Of State,,Christopher Davis,LIB,9
CALDWELL,1 LINCOLN,Secretary Of State,,Donna Ivanovich,CST,4
CALDWELL,1 LINCOLN,State House,7,Rene Mulkey,DEM,65
CALDWELL,1 LINCOLN,State House,7,John Quinn,REP,150
CALDWELL,1 LINCOLN,State Treasurer,,Mark Powell,DEM,63
CALDWELL,1 LINCOLN,State Treasurer,,Sarah Steelman,REP,139
CALDWELL,1 LINCOLN,State Treasurer,,Lisa Emerson,LIB,12
CALDWELL,1 LINCOLN,State Treasurer,,Chris Fluharty,CST,6
CALDWELL,1 LINCOLN,President,,John F. Kerry,DEM,65
CALDWELL,1 LINCOLN,President,,George W. Bush,REP,150
CALDWELL,1 LINCOLN,President,,Michael Badnarik,LIB,1
CALDWELL,1 LINCOLN,President,,Michael A. Peroutka,CST,1
CALDWELL,1 LINCOLN,President,,Ralph Nader,WI,0
CALDWELL,1 LINCOLN,U.S. House,6,Charles Broomfield,DEM,62
CALDWELL,1 LINCOLN,U.S. House,6,Samuel Graves,REP,152
CALDWELL,1 LINCOLN,U.S. House,6,Erik Buck,LIB,6
CALDWELL,1 LINCOLN,U.S. Senate,,Nancy Farmer,DEM,73
CALDWELL,1 LINCOLN,U.S. Senate,,Christopher Bond,REP,138
CALDWELL,1 LINCOLN,U.S. Senate,,Kevin Tull,LIB,4
CALDWELL,1 LINCOLN,U.S. Senate,,Don Griffin,CST,2
CALDWELL,1 MIRABLE-ROCKFORD,Attorney General,,Jeremiah Nixon,DEM,264
CALDWELL,1 MIRABLE-ROCKFORD,Attorney General,,Christopher Byrd,REP,210
CALDWELL,1 MIRABLE-ROCKFORD,Attorney General,,David Browning,LIB,8
CALDWELL,1 MIRABLE-ROCKFORD,Attorney General,,David Fry,CST,6
CALDWELL,1 MIRABLE-ROCKFORD,Governor,,Claire McCaskill,DEM,237
CALDWELL,1 MIRABLE-ROCKFORD,Governor,,Matthew Blunt,REP,256
CALDWELL,1 MIRABLE-ROCKFORD,Governor,,John Swenson,LIB,3
CALDWELL,1 MIRABLE-ROCKFORD,Governor,,Robert Wells,CST,2
CALDWELL,1 MIRABLE-ROCKFORD,Governor,,Kenneth Johnson,WI,0
CALDWELL,1 MIRABLE-ROCKFORD,Lieutenant Governor,,Rebecca Cook,DEM,231
CALDWELL,1 MIRABLE-ROCKFORD,Lieutenant Governor,,Peter Kinder,REP,248
CALDWELL,1 MIRABLE-ROCKFORD,Lieutenant Governor,,Michael Ferguson,LIB,6
CALDWELL,1 MIRABLE-ROCKFORD,Lieutenant Governor,,Bruce Hillis,CST,4
CALDWELL,1 MIRABLE-ROCKFORD,Secretary Of State,,Robin Carnahan,DEM,249
CALDWELL,1 MIRABLE-ROCKFORD,Secretary Of State,,Catherine Hanaway,REP,230
CALDWELL,1 MIRABLE-ROCKFORD,Secretary Of State,,Christopher Davis,LIB,12
CALDWELL,1 MIRABLE-ROCKFORD,Secretary Of State,,Donna Ivanovich,CST,1
CALDWELL,1 MIRABLE-ROCKFORD,State House,7,Rene Mulkey,DEM,205
CALDWELL,1 MIRABLE-ROCKFORD,State House,7,John Quinn,REP,278
CALDWELL,1 MIRABLE-ROCKFORD,State Treasurer,,Mark Powell,DEM,202
CALDWELL,1 MIRABLE-ROCKFORD,State Treasurer,,Sarah Steelman,REP,274
CALDWELL,1 MIRABLE-ROCKFORD,State Treasurer,,Lisa Emerson,LIB,6
CALDWELL,1 MIRABLE-ROCKFORD,State Treasurer,,Chris Fluharty,CST,3
CALDWELL,1 MIRABLE-ROCKFORD,President,,John F. Kerry,DEM,208
CALDWELL,1 MIRABLE-ROCKFORD,President,,George W. Bush,REP,285
CALDWELL,1 MIRABLE-ROCKFORD,President,,Michael Badnarik,LIB,1
CALDWELL,1 MIRABLE-ROCKFORD,President,,Michael A. Peroutka,CST,2
CALDWELL,1 MIRABLE-ROCKFORD,President,,Ralph Nader,WI,0
CALDWELL,1 MIRABLE-ROCKFORD,U.S. House,6,Charles Broomfield,DEM,168
CALDWELL,1 MIRABLE-ROCKFORD,U.S. House,6,Samuel Graves,REP,317
CALDWELL,1 MIRABLE-ROCKFORD,U.S. House,6,Erik Buck,LIB,9
CALDWELL,1 MIRABLE-ROCKFORD,U.S. Senate,,Nancy Farmer,DEM,189
CALDWELL,1 MIRABLE-ROCKFORD,U.S. Senate,,Christopher Bond,REP,301
CALDWELL,1 MIRABLE-ROCKFORD,U.S. Senate,,Kevin Tull,LIB,2
CALDWELL,1 MIRABLE-ROCKFORD,U.S. Senate,,Don Griffin,CST,1
CALDWELL,1 NEW YORK,Attorney General,,Jeremiah Nixon,DEM,56
CALDWELL,1 NEW YORK,Attorney General,,Christopher Byrd,REP,59
CALDWELL,1 NEW YORK,Attorney General,,David Browning,LIB,7
CALDWELL,1 NEW YORK,Attorney General,,David Fry,CST,0
CALDWELL,1 NEW YORK,Governor,,Claire McCaskill,DEM,39
CALDWELL,1 NEW YORK,Governor,,Matthew Blunt,REP,82
CALDWELL,1 NEW YORK,Governor,,John Swenson,LIB,4
CALDWELL,1 NEW YORK,Governor,,Robert Wells,CST,0
CALDWELL,1 NEW YORK,Governor,,Kenneth Johnson,WI,0
CALDWELL,1 NEW YORK,Lieutenant Governor,,Rebecca Cook,DEM,40
CALDWELL,1 NEW YORK,Lieutenant Governor,,Peter Kinder,REP,67
CALDWELL,1 NEW YORK,Lieutenant Governor,,Michael Ferguson,LIB,6
CALDWELL,1 NEW YORK,Lieutenant Governor,,Bruce Hillis,CST,3
CALDWELL,1 NEW YORK,Secretary Of State,,Robin Carnahan,DEM,42
CALDWELL,1 NEW YORK,Secretary Of State,,Catherine Hanaway,REP,77
CALDWELL,1 NEW YORK,Secretary Of State,,Christopher Davis,LIB,4
CALDWELL,1 NEW YORK,Secretary Of State,,Donna Ivanovich,CST,1
CALDWELL,1 NEW YORK,State House,7,Rene Mulkey,DEM,25
CALDWELL,1 NEW YORK,State House,7,John Quinn,REP,95
CALDWELL,1 NEW YORK,State Treasurer,,Mark Powell,DEM,24
CALDWELL,1 NEW YORK,State Treasurer,,Sarah Steelman,REP,90
CALDWELL,1 NEW YORK,State Treasurer,,Lisa Emerson,LIB,5
CALDWELL,1 NEW YORK,State Treasurer,,Chris Fluharty,CST,2
CALDWELL,1 NEW YORK,President,,John F. Kerry,DEM,38
CALDWELL,1 NEW YORK,President,,George W. Bush,REP,88
CALDWELL,1 NEW YORK,President,,Michael Badnarik,LIB,1
CALDWELL,1 NEW YORK,President,,Michael A. Peroutka,CST,0
CALDWELL,1 NEW YORK,President,,Ralph Nader,WI,0
CALDWELL,1 NEW YORK,U.S. House,6,Charles Broomfield,DEM,20
CALDWELL,1 NEW YORK,U.S. House,6,Samuel Graves,REP,100
CALDWELL,1 NEW YORK,U.S. House,6,Erik Buck,LIB,3
CALDWELL,1 NEW YORK,U.S. Senate,,Nancy Farmer,DEM,20
CALDWELL,1 NEW YORK,U.S. Senate,,Christopher Bond,REP,103
CALDWELL,1 NEW YORK,U.S. Senate,,Kevin Tull,LIB,4
CALDWELL,1 NEW YORK,U.S. Senate,,Don Griffin,CST,0
CALLAWAY,001 AUXVASSE,Attorney General,,Jeremiah Nixon,DEM,540
CALLAWAY,001 AUXVASSE,Attorney General,,Christopher Byrd,REP,310
CALLAWAY,001 AUXVASSE,Attorney General,,David Browning,LIB,23
CALLAWAY,001 AUXVASSE,Attorney General,,David Fry,CST,7
CALLAWAY,001 AUXVASSE,Governor,,Claire McCaskill,DEM,344
CALLAWAY,001 AUXVASSE,Governor,,Matthew Blunt,REP,539
CALLAWAY,001 AUXVASSE,Governor,,John Swenson,LIB,7
CALLAWAY,001 AUXVASSE,Governor,,Robert Wells,CST,5
CALLAWAY,001 AUXVASSE,Governor,,Kenneth Johnson,WI,0
CALLAWAY,001 AUXVASSE,Lieutenant Governor,,Rebecca Cook,DEM,337
CALLAWAY,001 AUXVASSE,Lieutenant Governor,,Peter Kinder,REP,510
CALLAWAY,001 AUXVASSE,Lieutenant Governor,,Michael Ferguson,LIB,26
CALLAWAY,001 AUXVASSE,Lieutenant Governor,,Bruce Hillis,CST,8
CALLAWAY,001 AUXVASSE,Secretary Of State,,Robin Carnahan,DEM,380
CALLAWAY,001 AUXVASSE,Secretary Of State,,Catherine Hanaway,REP,472
CALLAWAY,001 AUXVASSE,Secretary Of State,,Christopher Davis,LIB,22
CALLAWAY,001 AUXVASSE,Secretary Of State,,Donna Ivanovich,CST,6
CALLAWAY,001 AUXVASSE,State House,10,Terry Witte,DEM,295
CALLAWAY,001 AUXVASSE,State House,10,Gary Linnenbringer,REP,596
CALLAWAY,001 AUXVASSE,State Treasurer,,Mark Powell,DEM,264
CALLAWAY,001 AUXVASSE,State Treasurer,,Sarah Steelman,REP,588
CALLAWAY,001 AUXVASSE,State Treasurer,,Lisa Emerson,LIB,17
CALLAWAY,001 AUXVASSE,State Treasurer,,Chris Fluharty,CST,7
CALLAWAY,001 AUXVASSE,President,,John F. Kerry,DEM,286
CALLAWAY,001 AUXVASSE,President,,George W. Bush,REP,604
CALLAWAY,001 AUXVASSE,President,,Michael Badnarik,LIB,5
CALLAWAY,001 AUXVASSE,President,,Michael A. Peroutka,CST,2
CALLAWAY,001 AUXVASSE,President,,Ralph Nader,WI,0
CALLAWAY,001 AUXVASSE,U.S. House,9,Kenny Hulshof,REP,634
CALLAWAY,001 AUXVASSE,U.S. House,9,Tamara Millay,LIB,9
CALLAWAY,001 AUXVASSE,U.S. House,9,Chris Earl,CST,8
CALLAWAY,001 AUXVASSE,U.S. House,9,Linda Jacobsen,DEM,236
CALLAWAY,001 AUXVASSE,U.S. Senate,,Don Griffin,CST,7
CALLAWAY,001 AUXVASSE,U.S. Senate,,Nancy Farmer,DEM,262
CALLAWAY,001 AUXVASSE,U.S. Senate,,Christopher Bond,REP,615
CALLAWAY,001 AUXVASSE,U.S. Senate,,Kevin Tull,LIB,7
CALLAWAY,002 CALWOOD,Attorney General,,Jeremiah Nixon,DEM,299
CALLAWAY,002 CALWOOD,Attorney General,,Christopher Byrd,REP,144
CALLAWAY,002 CALWOOD,Attorney General,,David Browning,LIB,14
CALLAWAY,002 CALWOOD,Attorney General,,David Fry,CST,7
CALLAWAY,002 CALWOOD,Governor,,Claire McCaskill,DEM,219
CALLAWAY,002 CALWOOD,Governor,,Matthew Blunt,REP,242
CALLAWAY,002 CALWOOD,Governor,,John Swenson,LIB,12
CALLAWAY,002 CALWOOD,Governor,,Robert Wells,CST,3
CALLAWAY,002 CALWOOD,Governor,,Kenneth Johnson,WI,0
CALLAWAY,002 CALWOOD,Lieutenant Governor,,Rebecca Cook,DEM,217
CALLAWAY,002 CALWOOD,Lieutenant Governor,,Peter Kinder,REP,227
CALLAWAY,002 CALWOOD,Lieutenant Governor,,Michael Ferguson,LIB,15
CALLAWAY,002 CALWOOD,Lieutenant Governor,,Bruce Hillis,CST,4
CALLAWAY,002 CALWOOD,Secretary Of State,,Robin Carnahan,DEM,235
CALLAWAY,002 CALWOOD,Secretary Of State,,Catherine Hanaway,REP,210
CALLAWAY,002 CALWOOD,Secretary Of State,,Christopher Davis,LIB,16
CALLAWAY,002 CALWOOD,Secretary Of State,,Donna Ivanovich,CST,6
CALLAWAY,002 CALWOOD,State House,10,Terry Witte,DEM,18
CALLAWAY,002 CALWOOD,State House,10,Gary Linnenbringer,REP,25
CALLAWAY,002 CALWOOD,State House,20,John Stafford,DEM,202
CALLAWAY,002 CALWOOD,State House,20,Danielle Moore,REP,226
CALLAWAY,002 CALWOOD,State Treasurer,,Mark Powell,DEM,173
CALLAWAY,002 CALWOOD,State Treasurer,,Sarah Steelman,REP,273
CALLAWAY,002 CALWOOD,State Treasurer,,Lisa Emerson,LIB,13
CALLAWAY,002 CALWOOD,State Treasurer,,Chris Fluharty,CST,3
CALLAWAY,002 CALWOOD,President,,John F. Kerry,DEM,193
CALLAWAY,002 CALWOOD,President,,George W. Bush,REP,282
CALLAWAY,002 CALWOOD,President,,Michael Badnarik,LIB,4
CALLAWAY,002 CALWOOD,President,,Michael A. Peroutka,CST,1
CALLAWAY,002 CALWOOD,President,,Ralph Nader,WI,0
CALLAWAY,002 CALWOOD,U.S. House,9,Kenny Hulshof,REP,293
CALLAWAY,002 CALWOOD,U.S. House,9,Tamara Millay,LIB,7
CALLAWAY,002 CALWOOD,U.S. House,9,Chris Earl,CST,2
CALLAWAY,002 CALWOOD,U.S. House,9,Linda Jacobsen,DEM,162
CALLAWAY,002 CALWOOD,U.S. Senate,,Don Griffin,CST,6
CALLAWAY,002 CALWOOD,U.S. Senate,,Nancy Farmer,DEM,181
CALLAWAY,002 CALWOOD,U.S. Senate,,Christopher Bond,REP,280
CALLAWAY,002 CALWOOD,U.S. Senate,,Kevin Tull,LIB,10
CALLAWAY,003 CARRINGTON,Attorney General,,Jeremiah Nixon,DEM,279
CALLAWAY,003 CARRINGTON,Attorney General,,Christopher Byrd,REP,158
CALLAWAY,003 CARRINGTON,Attorney General,,David Browning,LIB,7
CALLAWAY,003 CARRINGTON,Attorney General,,David Fry,CST,3
CALLAWAY,003 CARRINGTON,Governor,,Claire McCaskill,DEM,201
CALLAWAY,003 CARRINGTON,Governor,,Matthew Blunt,REP,253
CALLAWAY,003 CARRINGTON,Governor,,John Swenson,LIB,3
CALLAWAY,003 CARRINGTON,Governor,,Robert Wells,CST,1
CALLAWAY,003 CARRINGTON,Governor,,Kenneth Johnson,WI,0
CALLAWAY,003 CARRINGTON,Lieutenant Governor,,Rebecca Cook,DEM,210
CALLAWAY,003 CARRINGTON,Lieutenant Governor,,Peter Kinder,REP,230
CALLAWAY,003 CARRINGTON,Lieutenant Governor,,Michael Ferguson,LIB,8
CALLAWAY,003 CARRINGTON,Lieutenant Governor,,Bruce Hillis,CST,3
CALLAWAY,003 CARRINGTON,Secretary Of State,,Robin Carnahan,DEM,232
CALLAWAY,003 CARRINGTON,Secretary Of State,,Catherine Hanaway,REP,207
CALLAWAY,003 CARRINGTON,Secretary Of State,,Christopher Davis,LIB,12
CALLAWAY,003 CARRINGTON,Secretary Of State,,Donna Ivanovich,CST,2
CALLAWAY,003 CARRINGTON,State House,20,John Stafford,DEM,182
CALLAWAY,003 CARRINGTON,State House,20,Danielle Moore,REP,273
CALLAWAY,003 CARRINGTON,State Treasurer,,Mark Powell,DEM,149
CALLAWAY,003 CARRINGTON,State Treasurer,,Sarah Steelman,REP,290
CALLAWAY,003 CARRINGTON,State Treasurer,,Lisa Emerson,LIB,5
CALLAWAY,003 CARRINGTON,State Treasurer,,Chris Fluharty,CST,4
CALLAWAY,003 CARRINGTON,President,,John F. Kerry,DEM,172
CALLAWAY,003 CARRINGTON,President,,George W. Bush,REP,283
CALLAWAY,003 CARRINGTON,President,,Michael Badnarik,LIB,1
CALLAWAY,003 CARRINGTON,President,,Michael A. Peroutka,CST,2
CALLAWAY,003 CARRINGTON,President,,Ralph Nader,WI,0
CALLAWAY,003 CARRINGTON,U.S. House,9,Kenny Hulshof,REP,316
CALLAWAY,003 CARRINGTON,U.S. House,9,Tamara Millay,LIB,4
CALLAWAY,003 CARRINGTON,U.S. House,9,Chris Earl,CST,2
CALLAWAY,003 CARRINGTON,U.S. House,9,Linda Jacobsen,DEM,134
CALLAWAY,003 CARRINGTON,U.S. Senate,,Don Griffin,CST,1
CALLAWAY,003 CARRINGTON,U.S. Senate,,Nancy Farmer,DEM,167
CALLAWAY,003 CARRINGTON,U.S. Senate,,Christopher Bond,REP,287
CALLAWAY,003 CARRINGTON,U.S. Senate,,Kevin Tull,LIB,2
CALLAWAY,004 CEDAR CITY,Attorney General,,Jeremiah Nixon,DEM,230
CALLAWAY,004 CEDAR CITY,Attorney General,,Christopher Byrd,REP,129
CALLAWAY,004 CEDAR CITY,Attorney General,,David Browning,LIB,7
CALLAWAY,004 CEDAR CITY,Attorney General,,David Fry,CST,1
CALLAWAY,004 CEDAR CITY,Governor,,Claire McCaskill,DEM,154
CALLAWAY,004 CEDAR CITY,Governor,,Matthew Blunt,REP,216
CALLAWAY,004 CEDAR CITY,Governor,,John Swenson,LIB,4
CALLAWAY,004 CEDAR CITY,Governor,,Robert Wells,CST,0
CALLAWAY,004 CEDAR CITY,Governor,,Kenneth Johnson,WI,0
CALLAWAY,004 CEDAR CITY,Lieutenant Governor,,Rebecca Cook,DEM,148
CALLAWAY,004 CEDAR CITY,Lieutenant Governor,,Peter Kinder,REP,205
CALLAWAY,004 CEDAR CITY,Lieutenant Governor,,Michael Ferguson,LIB,10
CALLAWAY,004 CEDAR CITY,Lieutenant Governor,,Bruce Hillis,CST,2
CALLAWAY,004 CEDAR CITY,Secretary Of State,,Robin Carnahan,DEM,160
CALLAWAY,004 CEDAR CITY,Secretary Of State,,Catherine Hanaway,REP,206
CALLAWAY,004 CEDAR CITY,Secretary Of State,,Christopher Davis,LIB,4
CALLAWAY,004 CEDAR CITY,Secretary Of State,,Donna Ivanovich,CST,1
CALLAWAY,004 CEDAR CITY,State House,20,John Stafford,DEM,134
CALLAWAY,004 CEDAR CITY,State House,20,Danielle Moore,REP,230
CALLAWAY,004 CEDAR CITY,State Treasurer,,Mark Powell,DEM,97
CALLAWAY,004 CEDAR CITY,State Treasurer,,Sarah Steelman,REP,262
CALLAWAY,004 CEDAR CITY,State Treasurer,,Lisa Emerson,LIB,5
CALLAWAY,004 CEDAR CITY,State Treasurer,,Chris Fluharty,CST,2
CALLAWAY,004 CEDAR CITY,President,,John F. Kerry,DEM,111
CALLAWAY,004 CEDAR CITY,President,,George W. Bush,REP,260
CALLAWAY,004 CEDAR CITY,President,,Michael Badnarik,LIB,1
CALLAWAY,004 CEDAR CITY,President,,Michael A. Peroutka,CST,0
CALLAWAY,004 CEDAR CITY,President,,Ralph Nader,WI,0
CALLAWAY,004 CEDAR CITY,U.S. House,9,Kenny Hulshof,REP,276
CALLAWAY,004 CEDAR CITY,U.S. House,9,Tamara Millay,LIB,2
CALLAWAY,004 CEDAR CITY,U.S. House,9,Chris Earl,CST,1
CALLAWAY,004 CEDAR CITY,U.S. House,9,Linda Jacobsen,DEM,90
CALLAWAY,004 CEDAR CITY,U.S. Senate,,Don Griffin,CST,2
CALLAWAY,004 CEDAR CITY,U.S. Senate,,Nancy Farmer,DEM,108
CALLAWAY,004 CEDAR CITY,U.S. Senate,,Christopher Bond,REP,261
CALLAWAY,004 CEDAR CITY,U.S. Senate,,Kevin Tull,LIB,3
CALLAWAY,005 DIXIE,Attorney General,,Jeremiah Nixon,DEM,135
CALLAWAY,005 DIXIE,Attorney General,,Christopher Byrd,REP,89
CALLAWAY,005 DIXIE,Attorney General,,David Browning,LIB,4
CALLAWAY,005 DIXIE,Attorney General,,David Fry,CST,1
CALLAWAY,005 DIXIE,Governor,,Claire McCaskill,DEM,87
CALLAWAY,005 DIXIE,Governor,,Matthew Blunt,REP,142
CALLAWAY,005 DIXIE,Governor,,John Swenson,LIB,2
CALLAWAY,005 DIXIE,Governor,,Robert Wells,CST,2
CALLAWAY,005 DIXIE,Governor,,Kenneth Johnson,WI,0
CALLAWAY,005 DIXIE,Lieutenant Governor,,Rebecca Cook,DEM,95
CALLAWAY,005 DIXIE,Lieutenant Governor,,Peter Kinder,REP,124
CALLAWAY,005 DIXIE,Lieutenant Governor,,Michael Ferguson,LIB,7
CALLAWAY,005 DIXIE,Lieutenant Governor,,Bruce Hillis,CST,3
CALLAWAY,005 DIXIE,Secretary Of State,,Robin Carnahan,DEM,104
CALLAWAY,005 DIXIE,Secretary Of State,,Catherine Hanaway,REP,125
CALLAWAY,005 DIXIE,Secretary Of State,,Christopher Davis,LIB,1
CALLAWAY,005 DIXIE,Secretary Of State,,Donna Ivanovich,CST,1
CALLAWAY,005 DIXIE,State House,20,John Stafford,DEM,90
CALLAWAY,005 DIXIE,State House,20,Danielle Moore,REP,141
CALLAWAY,005 DIXIE,State Treasurer,,Mark Powell,DEM,77
CALLAWAY,005 DIXIE,State Treasurer,,Sarah Steelman,REP,147
CALLAWAY,005 DIXIE,State Treasurer,,Lisa Emerson,LIB,4
CALLAWAY,005 DIXIE,State Treasurer,,Chris Fluharty,CST,1
CALLAWAY,005 DIXIE,President,,John F. Kerry,DEM,76
CALLAWAY,005 DIXIE,President,,George W. Bush,REP,155
CALLAWAY,005 DIXIE,President,,Michael Badnarik,LIB,0
CALLAWAY,005 DIXIE,President,,Michael A. Peroutka,CST,0
CALLAWAY,005 DIXIE,President,,Ralph Nader,WI,0
CALLAWAY,005 DIXIE,U.S. House,9,Kenny Hulshof,REP,164
CALLAWAY,005 DIXIE,U.S. House,9,Tamara Millay,LIB,0
CALLAWAY,005 DIXIE,U.S. House,9,Chris Earl,CST,1
CALLAWAY,005 DIXIE,U.S. House,9,Linda Jacobsen,DEM,66
CALLAWAY,005 DIXIE,U.S. Senate,,Don Griffin,CST,1
CALLAWAY,005 DIXIE,U.S. Senate,,Nancy Farmer,DEM,83
CALLAWAY,005 DIXIE,U.S. Senate,,Christopher Bond,REP,148
CALLAWAY,005 DIXIE,U.S. Senate,,Kevin Tull,LIB,1
CALLAWAY,006 FULTON-WD. 1,Attorney General,,Jeremiah Nixon,DEM,916
CALLAWAY,006 FULTON-WD. 1,Attorney General,,Christopher Byrd,REP,438
CALLAWAY,006 FULTON-WD. 1,Attorney General,,David Browning,LIB,22
CALLAWAY,006 FULTON-WD. 1,Attorney General,,David Fry,CST,11
CALLAWAY,006 FULTON-WD. 1,Governor,,Claire McCaskill,DEM,639
CALLAWAY,006 FULTON-WD. 1,Governor,,Matthew Blunt,REP,762
CALLAWAY,006 FULTON-WD. 1,Governor,,John Swenson,LIB,10
CALLAWAY,006 FULTON-WD. 1,Governor,,Robert Wells,CST,2
CALLAWAY,006 FULTON-WD. 1,Governor,,Kenneth Johnson,WI,0
CALLAWAY,006 FULTON-WD. 1,Lieutenant Governor,,Rebecca Cook,DEM,689
CALLAWAY,006 FULTON-WD. 1,Lieutenant Governor,,Peter Kinder,REP,653
CALLAWAY,006 FULTON-WD. 1,Lieutenant Governor,,Michael Ferguson,LIB,28
CALLAWAY,006 FULTON-WD. 1,Lieutenant Governor,,Bruce Hillis,CST,9
CALLAWAY,006 FULTON-WD. 1,Secretary Of State,,Robin Carnahan,DEM,755
CALLAWAY,006 FULTON-WD. 1,Secretary Of State,,Catherine Hanaway,REP,599
CALLAWAY,006 FULTON-WD. 1,Secretary Of State,,Christopher Davis,LIB,30
CALLAWAY,006 FULTON-WD. 1,Secretary Of State,,Donna Ivanovich,CST,5
CALLAWAY,006 FULTON-WD. 1,State House,20,John Stafford,DEM,592
CALLAWAY,006 FULTON-WD. 1,State House,20,Danielle Moore,REP,810
CALLAWAY,006 FULTON-WD. 1,State Treasurer,,Mark Powell,DEM,509
CALLAWAY,006 FULTON-WD. 1,State Treasurer,,Sarah Steelman,REP,830
CALLAWAY,006 FULTON-WD. 1,State Treasurer,,Lisa Emerson,LIB,23
CALLAWAY,006 FULTON-WD. 1,State Treasurer,,Chris Fluharty,CST,11
CALLAWAY,006 FULTON-WD. 1,President,,John F. Kerry,DEM,600
CALLAWAY,006 FULTON-WD. 1,President,,George W. Bush,REP,800
CALLAWAY,006 FULTON-WD. 1,President,,Michael Badnarik,LIB,4
CALLAWAY,006 FULTON-WD. 1,President,,Michael A. Peroutka,CST,2
CALLAWAY,006 FULTON-WD. 1,President,,Ralph Nader,WI,0
CALLAWAY,006 FULTON-WD. 1,U.S. House,9,Kenny Hulshof,REP,882
