county,precinct,office,district,candidate,party,votes
ADAIR,002 SE BENTON-2,President,,John F. Kerry,DEM,600
ADAIR,002 SE BENTON-2,President,,George W. Bush,REP,809
ADAIR,002 SE BENTON-2,President,,Michael Badnarik,LIB,5
ADAIR,002 SE BENTON-2,President,,Michael A. Peroutka,CST,6
ADAIR,002 SE BENTON-2,President,,Ralph Nader,WI,0
ADAIR,002 SE BENTON-2,U.S. House,9,Linda Jacobsen,DEM,474
ADAIR,002 SE BENTON-2,U.S. House,9,Kenny Hulshof,REP,887
ADAIR,002 SE BENTON-2,U.S. House,9,Tamara Millay,LIB,13
ADAIR,002 SE BENTON-2,U.S. House,9,Chris Earl,CST,4
ADAIR,002 SE BENTON-2,U.S. Senate,,Nancy Farmer,DEM,457
ADAIR,002 SE BENTON-2,U.S. Senate,,Christopher Bond,REP,925
ADAIR,002 SE BENTON-2,U.S. Senate,,Kevin Tull,LIB,9
ADAIR,002 SE BENTON-2,U.S. Senate,,Don Griffin,CST,6
ADAIR,003 SE BENTON-3,Attorney General,,Jeremiah Nixon,DEM,596
ADAIR,003 SE BENTON-3,Attorney General,,Christopher Byrd,REP,340
ADAIR,003 SE BENTON-3,Attorney General,,David Browning,LIB,31
ADAIR,003 SE BENTON-3,Attorney General,,David Fry,CST,3
ADAIR,003 SE BENTON-3,Governor,,Claire McCaskill,DEM,483
ADAIR,003 SE BENTON-3,Governor,,Matthew Blunt,REP,540
ADAIR,003 SE BENTON-3,Governor,,John Swenson,LIB,6
ADAIR,003 SE BENTON-3,Governor,,Robert Wells,CST,4
ADAIR,003 SE BENTON-3,Governor,,Kenneth Johnson,WI,0
ADAIR,003 SE BENTON-3,Lieutenant Governor,,Rebecca Cook,DEM,502
ADAIR,003 SE BENTON-3,Lieutenant Governor,,Peter Kinder,REP,447
ADAIR,003 SE BENTON-3,Lieutenant Governor,,Michael Ferguson,LIB,28
ADAIR,003 SE BENTON-3,Lieutenant Governor,,Bruce Hillis,CST,4
ADAIR,003 SE BENTON-3,Secretary Of State,,Robin Carnahan,DEM,582
ADAIR,003 SE BENTON-3,Secretary Of State,,Catherine Hanaway,REP,381
ADAIR,003 SE BENTON-3,Secretary Of State,,Christopher Davis,LIB,22
ADAIR,003 SE BENTON-3,Secretary Of State,,Donna Ivanovich,CST,10
ADAIR,003 SE BENTON-3,State House,2,Laura Gruber,DEM,493
ADAIR,003 SE BENTON-3,State House,2,Robert Behnen,REP,503
ADAIR,003 SE BENTON-3,State Treasurer,,Mark Powell,DEM,493
ADAIR,003 SE BENTON-3,State Treasurer,,Sarah Steelman,REP,415
ADAIR,003 SE BENTON-3,State Treasurer,,Lisa Emerson,LIB,34
ADAIR,003 SE BENTON-3,State Treasurer,,Chris Fluharty,CST,9
ADAIR,003 SE BENTON-3,President,,John F. Kerry,DEM,583
ADAIR,003 SE BENTON-3,President,,George W. Bush,REP,465
ADAIR,003 SE BENTON-3,President,,Michael Badnarik,LIB,5
ADAIR,003 SE BENTON-3,President,,Michael A. Peroutka,CST,1
ADAIR,003 SE BENTON-3,President,,Ralph Nader,WI,0
ADAIR,003 SE BENTON-3,U.S. House,9,Linda Jacobsen,DEM,457
ADAIR,003 SE BENTON-3,U.S. House,9,Kenny Hulshof,REP,509
ADAIR,003 SE BENTON-3,U.S. House,9,Tamara Millay,LIB,14
ADAIR,003 SE BENTON-3,U.S. House,9,Chris Earl,CST,5
ADAIR,003 SE BENTON-3,U.S. Senate,,Nancy Farmer,DEM,446
ADAIR,003 SE BENTON-3,U.S. Senate,,Christopher Bond,REP,564
ADAIR,003 SE BENTON-3,U.S. Senate,,Kevin Tull,LIB,7
ADAIR,003 SE BENTON-3,U.S. Senate,,Don Griffin,CST,2
ADAIR,004 NE BENTON-4,Attorney General,,Jeremiah Nixon,DEM,701
ADAIR,004 NE BENTON-4,Attorney General,,Christopher Byrd,REP,372
ADAIR,004 NE BENTON-4,Attorney General,,David Browning,LIB,21
ADAIR,004 NE BENTON-4,Attorney General,,David Fry,CST,7
ADAIR,004 NE BENTON-4,Governor,,Claire McCaskill,DEM,486
ADAIR,004 NE BENTON-4,Governor,,Matthew Blunt,REP,650
ADAIR,004 NE BENTON-4,Governor,,John Swenson,LIB,12
ADAIR,004 NE BENTON-4,Governor,,Robert Wells,CST,2
ADAIR,004 NE BENTON-4,Governor,,Kenneth Johnson,WI,0
ADAIR,004 NE BENTON-4,Lieutenant Governor,,Rebecca Cook,DEM,513
ADAIR,004 NE BENTON-4,Lieutenant Governor,,Peter Kinder,REP,561
ADAIR,004 NE BENTON-4,Lieutenant Governor,,Michael Ferguson,LIB,29
ADAIR,004 NE BENTON-4,Lieutenant Governor,,Bruce Hillis,CST,9
ADAIR,004 NE BENTON-4,Secretary Of State,,Robin Carnahan,DEM,629
ADAIR,004 NE BENTON-4,Secretary Of State,,Catherine Hanaway,REP,465
ADAIR,004 NE BENTON-4,Secretary Of State,,Christopher Davis,LIB,27
ADAIR,004 NE BENTON-4,Secretary Of State,,Donna Ivanovich,CST,3
ADAIR,004 NE BENTON-4,State House,2,Laura Gruber,DEM,504
ADAIR,004 NE BENTON-4,State House,2,Robert Behnen,REP,634
ADAIR,004 NE BENTON-4,State Treasurer,,Mark Powell,DEM,550
ADAIR,004 NE BENTON-4,State Treasurer,,Sarah Steelman,REP,494
ADAIR,004 NE BENTON-4,State Treasurer,,Lisa Emerson,LIB,26
ADAIR,004 NE BENTON-4,State Treasurer,,Chris Fluharty,CST,8
ADAIR,004 NE BENTON-4,President,,John F. Kerry,DEM,588
ADAIR,004 NE BENTON-4,President,,George W. Bush,REP,578
ADAIR,004 NE BENTON-4,President,,Michael Badnarik,LIB,5
ADAIR,004 NE BENTON-4,President,,Michael A. Peroutka,CST,1
ADAIR,004 NE BENTON-4,President,,Ralph Nader,WI,0
ADAIR,004 NE BENTON-4,U.S. House,9,Linda Jacobsen,DEM,463
ADAIR,004 NE BENTON-4,U.S. House,9,Kenny Hulshof,REP,646
ADAIR,004 NE BENTON-4,U.S. House,9,Tamara Millay,LIB,9
ADAIR,004 NE BENTON-4,U.S. House,9,Chris Earl,CST,7
ADAIR,004 NE BENTON-4,U.S. Senate,,Nancy Farmer,DEM,432
ADAIR,004 NE BENTON-4,U.S. Senate,,Christopher Bond,REP,703
ADAIR,004 NE BENTON-4,U.S. Senate,,Kevin Tull,LIB,5
ADAIR,004 NE BENTON-4,U.S. Senate,,Don Griffin,CST,3
ADAIR,005 NE BENTON-5,Attorney General,,Jeremiah Nixon,DEM,475
ADAIR,005 NE BENTON-5,Attorney General,,Christopher Byrd,REP,339
ADAIR,005 NE BENTON-5,Attorney General,,David Browning,LIB,15
ADAIR,005 NE BENTON-5,Attorney General,,David Fry,CST,3
ADAIR,005 NE BENTON-5,Governor,,Claire McCaskill,DEM,306
ADAIR,005 NE BENTON-5,Governor,,Matthew Blunt,REP,550
ADAIR,005 NE BENTON-5,Governor,,John Swenson,LIB,7
ADAIR,005 NE BENTON-5,Governor,,Robert Wells,CST,2
ADAIR,005 NE BENTON-5,Governor,,Kenneth Johnson,WI,0
ADAIR,005 NE BENTON-5,Lieutenant Governor,,Rebecca Cook,DEM,333
ADAIR,005 NE BENTON-5,Lieutenant Governor,,Peter Kinder,REP,492
ADAIR,005 NE BENTON-5,Lieutenant Governor,,Michael Ferguson,LIB,14
ADAIR,005 NE BENTON-5,Lieutenant Governor,,Bruce Hillis,CST,5
ADAIR,005 NE BENTON-5,Secretary Of State,,Robin Carnahan,DEM,429
ADAIR,005 NE BENTON-5,Secretary Of State,,Catherine Hanaway,REP,395
ADAIR,005 NE BENTON-5,Secretary Of State,,Christopher Davis,LIB,13
ADAIR,005 NE BENTON-5,Secretary Of State,,Donna Ivanovich,CST,4
ADAIR,005 NE BENTON-5,State House,2,Laura Gruber,DEM,300
ADAIR,005 NE BENTON-5,State House,2,Robert Behnen,REP,548
ADAIR,005 NE BENTON-5,State Treasurer,,Mark Powell,DEM,356
ADAIR,005 NE BENTON-5,State Treasurer,,Sarah Steelman,REP,441
ADAIR,005 NE BENTON-5,State Treasurer,,Lisa Emerson,LIB,14
ADAIR,005 NE BENTON-5,State Treasurer,,Chris Fluharty,CST,5
ADAIR,005 NE BENTON-5,President,,John F. Kerry,DEM,363
ADAIR,005 NE BENTON-5,President,,George W. Bush,REP,507
ADAIR,005 NE BENTON-5,President,,Michael Badnarik,LIB,1
ADAIR,005 NE BENTON-5,President,,Michael A. Peroutka,CST,3
ADAIR,005 NE BENTON-5,President,,Ralph Nader,WI,0
ADAIR,005 NE BENTON-5,U.S. House,9,Linda Jacobsen,DEM,262
ADAIR,005 NE BENTON-5,U.S. House,9,Kenny Hulshof,REP,570
ADAIR,005 NE BENTON-5,U.S. House,9,Tamara Millay,LIB,6
ADAIR,005 NE BENTON-5,U.S. House,9,Chris Earl,CST,1
ADAIR,005 NE BENTON-5,U.S. Senate,,Nancy Farmer,DEM,259
ADAIR,005 NE BENTON-5,U.S. Senate,,Christopher Bond,REP,590
ADAIR,005 NE BENTON-5,U.S. Senate,,Kevin Tull,LIB,6
ADAIR,005 NE BENTON-5,U.S. Senate,,Don Griffin,CST,2
ADAIR,006 NE BENTON-6,Attorney General,,Jeremiah Nixon,DEM,631
ADAIR,006 NE BENTON-6,Attorney General,,Christopher Byrd,REP,490
ADAIR,006 NE BENTON-6,Attorney General,,David Browning,LIB,21
ADAIR,006 NE BENTON-6,Attorney General,,David Fry,CST,6
ADAIR,006 NE BENTON-6,Governor,,Claire McCaskill,DEM,396
ADAIR,006 NE BENTON-6,Governor,,Matthew Blunt,REP,786
ADAIR,006 NE BENTON-6,Governor,,John Swenson,LIB,12
ADAIR,006 NE BENTON-6,Governor,,Robert Wells,CST,1
ADAIR,006 NE BENTON-6,Governor,,Kenneth Johnson,WI,0
ADAIR,006 NE BENTON-6,Lieutenant Governor,,Rebecca Cook,DEM,431
ADAIR,006 NE BENTON-6,Lieutenant Governor,,Peter Kinder,REP,708
ADAIR,006 NE BENTON-6,Lieutenant Governor,,Michael Ferguson,LIB,19
ADAIR,006 NE BENTON-6,Lieutenant Governor,,Bruce Hillis,CST,1
ADAIR,006 NE BENTON-6,Secretary Of State,,Robin Carnahan,DEM,555
ADAIR,006 NE BENTON-6,Secretary Of State,,Catherine Hanaway,REP,596
ADAIR,006 NE BENTON-6,Secretary Of State,,Christopher Davis,LIB,16
ADAIR,006 NE BENTON-6,Secretary Of State,,Donna Ivanovich,CST,2
ADAIR,006 NE BENTON-6,State House,2,Laura Gruber,DEM,396
ADAIR,006 NE BENTON-6,State House,2,Robert Behnen,REP,788
ADAIR,006 NE BENTON-6,State Treasurer,,Mark Powell,DEM,454
ADAIR,006 NE BENTON-6,State Treasurer,,Sarah Steelman,REP,658
ADAIR,006 NE BENTON-6,State Treasurer,,Lisa Emerson,LIB,17
ADAIR,006 NE BENTON-6,State Treasurer,,Chris Fluharty,CST,3
ADAIR,006 NE BENTON-6,President,,John F. Kerry,DEM,473
ADAIR,006 NE BENTON-6,President,,George W. Bush,REP,715
ADAIR,006 NE BENTON-6,President,,Michael Badnarik,LIB,5
ADAIR,006 NE BENTON-6,President,,Michael A. Peroutka,CST,2
ADAIR,006 NE BENTON-6,President,,Ralph Nader,WI,0
ADAIR,006 NE BENTON-6,U.S. House,9,Linda Jacobsen,DEM,330
ADAIR,006 NE BENTON-6,U.S. House,9,Kenny Hulshof,REP,825
ADAIR,006 NE BENTON-6,U.S. House,9,Tamara Millay,LIB,10
ADAIR,006 NE BENTON-6,U.S. House,9,Chris Earl,CST,5
ADAIR,006 NE BENTON-6,U.S. Senate,,Nancy Farmer,DEM,338
ADAIR,006 NE BENTON-6,U.S. Senate,,Christopher Bond,REP,836
ADAIR,006 NE BENTON-6,U.S. Senate,,Kevin Tull,LIB,8
ADAIR,006 NE BENTON-6,U.S. Senate,,Don Griffin,CST,4
ADAIR,007 TSU-BENTON,Attorney General,,Jeremiah Nixon,DEM,563
ADAIR,007 TSU-BENTON,Attorney General,,Christopher Byrd,REP,311
ADAIR,007 TSU-BENTON,Attorney General,,David Browning,LIB,28
ADAIR,007 TSU-BENTON,Attorney General,,David Fry,CST,5
ADAIR,007 TSU-BENTON,Governor,,Claire McCaskill,DEM,502
ADAIR,007 TSU-BENTON,Governor,,Matthew Blunt,REP,469
ADAIR,007 TSU-BENTON,Governor,,John Swenson,LIB,10
ADAIR,007 TSU-BENTON,Governor,,Robert Wells,CST,5
ADAIR,007 TSU-BENTON,Governor,,Kenneth Johnson,WI,0
ADAIR,007 TSU-BENTON,Lieutenant Governor,,Rebecca Cook,DEM,513
ADAIR,007 TSU-BENTON,Lieutenant Governor,,Peter Kinder,REP,348
ADAIR,007 TSU-BENTON,Lieutenant Governor,,Michael Ferguson,LIB,48
ADAIR,007 TSU-BENTON,Lieutenant Governor,,Bruce Hillis,CST,2
ADAIR,007 TSU-BENTON,Secretary Of State,,Robin Carnahan,DEM,549
ADAIR,007 TSU-BENTON,Secretary Of State,,Catherine Hanaway,REP,364
ADAIR,007 TSU-BENTON,Secretary Of State,,Christopher Davis,LIB,32
ADAIR,007 TSU-BENTON,Secretary Of State,,Donna Ivanovich,CST,6
ADAIR,007 TSU-BENTON,State House,1,Samuel Berkowitz,DEM,0
ADAIR,007 TSU-BENTON,State House,1,Brian Munzlinger,REP,0
ADAIR,007 TSU-BENTON,State House,2,Laura Gruber,DEM,537
ADAIR,007 TSU-BENTON,State House,2,Robert Behnen,REP,374
ADAIR,007 TSU-BENTON,State Treasurer,,Mark Powell,DEM,497
ADAIR,007 TSU-BENTON,State Treasurer,,Sarah Steelman,REP,344
ADAIR,007 TSU-BENTON,State Treasurer,,Lisa Emerson,LIB,35
ADAIR,007 TSU-BENTON,State Treasurer,,Chris Fluharty,CST,9
ADAIR,007 TSU-BENTON,President,,John F. Kerry,DEM,609
ADAIR,007 TSU-BENTON,President,,George W. Bush,REP,406
ADAIR,007 TSU-BENTON,President,,Michael Badnarik,LIB,11
ADAIR,007 TSU-BENTON,President,,Michael A. Peroutka,CST,2
ADAIR,007 TSU-BENTON,President,,Ralph Nader,WI,0
ADAIR,007 TSU-BENTON,U.S. House,9,Linda Jacobsen,DEM,505
ADAIR,007 TSU-BENTON,U.S. House,9,Kenny Hulshof,REP,368
ADAIR,007 TSU-BENTON,U.S. House,9,Tamara Millay,LIB,27
ADAIR,007 TSU-BENTON,U.S. House,9,Chris Earl,CST,6
ADAIR,007 TSU-BENTON,U.S. Senate,,Nancy Farmer,DEM,472
ADAIR,007 TSU-BENTON,U.S. Senate,,Christopher Bond,REP,486
ADAIR,007 TSU-BENTON,U.S. Senate,,Kevin Tull,LIB,15
ADAIR,007 TSU-BENTON,U.S. Senate,,Don Griffin,CST,3
ADAIR,008 RURAL BENTON,Attorney General,,Jeremiah Nixon,DEM,915
ADAIR,008 RURAL BENTON,Attorney General,,Christopher Byrd,REP,753
ADAIR,008 RURAL BENTON,Attorney General,,David Browning,LIB,32
ADAIR,008 RURAL BENTON,Attorney General,,David Fry,CST,13
ADAIR,008 RURAL BENTON,Governor,,Claire McCaskill,DEM,538
ADAIR,008 RURAL BENTON,Governor,,Matthew Blunt,REP,1217
ADAIR,008 RURAL BENTON,Governor,,John Swenson,LIB,9
ADAIR,008 RURAL BENTON,Governor,,Robert Wells,CST,6
ADAIR,008 RURAL BENTON,Governor,,Kenneth Johnson,WI,0
ADAIR,008 RURAL BENTON,Lieutenant Governor,,Rebecca Cook,DEM,577
ADAIR,008 RURAL BENTON,Lieutenant Governor,,Peter Kinder,REP,1116
ADAIR,008 RURAL BENTON,Lieutenant Governor,,Michael Ferguson,LIB,32
ADAIR,008 RURAL BENTON,Lieutenant Governor,,Bruce Hillis,CST,7
ADAIR,008 RURAL BENTON,Secretary Of State,,Robin Carnahan,DEM,731
ADAIR,008 RURAL BENTON,Secretary Of State,,Catherine Hanaway,REP,954
ADAIR,008 RURAL BENTON,Secretary Of State,,Christopher Davis,LIB,34
ADAIR,008 RURAL BENTON,Secretary Of State,,Donna Ivanovich,CST,8
ADAIR,008 RURAL BENTON,State House,1,Samuel Berkowitz,DEM,20
ADAIR,008 RURAL BENTON,State House,1,Brian Munzlinger,REP,13
ADAIR,008 RURAL BENTON,State House,2,Laura Gruber,DEM,498
ADAIR,008 RURAL BENTON,State House,2,Robert Behnen,REP,1235
ADAIR,008 RURAL BENTON,State Treasurer,,Mark Powell,DEM,618
ADAIR,008 RURAL BENTON,State Treasurer,,Sarah Steelman,REP,1023
ADAIR,008 RURAL BENTON,State Treasurer,,Lisa Emerson,LIB,34
ADAIR,008 RURAL BENTON,State Treasurer,,Chris Fluharty,CST,8
ADAIR,008 RURAL BENTON,President,,John F. Kerry,DEM,626
ADAIR,008 RURAL BENTON,President,,George W. Bush,REP,1142
ADAIR,008 RURAL BENTON,President,,Michael Badnarik,LIB,11
ADAIR,008 RURAL BENTON,President,,Michael A. Peroutka,CST,4
ADAIR,008 RURAL BENTON,President,,Ralph Nader,WI,0
ADAIR,008 RURAL BENTON,U.S. House,9,Linda Jacobsen,DEM,450
ADAIR,008 RURAL BENTON,U.S. House,9,Kenny Hulshof,REP,1282
ADAIR,008 RURAL BENTON,U.S. House,9,Tamara Millay,LIB,16
ADAIR,008 RURAL BENTON,U.S. House,9,Chris Earl,CST,4
ADAIR,008 RURAL BENTON,U.S. Senate,,Nancy Farmer,DEM,419
ADAIR,008 RURAL BENTON,U.S. Senate,,Christopher Bond,REP,1332
ADAIR,008 RURAL BENTON,U.S. Senate,,Kevin Tull,LIB,8
ADAIR,008 RURAL BENTON,U.S. Senate,,Don Griffin,CST,7
ADAIR,009 BRASHEAR,Attorney General,,Jeremiah Nixon,DEM,483
ADAIR,009 BRASHEAR,Attorney General,,Christopher Byrd,REP,450
ADAIR,009 BRASHEAR,Attorney General,,David Browning,LIB,24
ADAIR,009 BRASHEAR,Attorney General,,David Fry,CST,19
ADAIR,009 BRASHEAR,Governor,,Claire McCaskill,DEM,258
ADAIR,009 BRASHEAR,Governor,,Matthew Blunt,REP,748
ADAIR,009 BRASHEAR,Governor,,John Swenson,LIB,6
ADAIR,009 BRASHEAR,Governor,,Robert Wells,CST,9
ADAIR,009 BRASHEAR,Governor,,Kenneth Johnson,WI,0
ADAIR,009 BRASHEAR,Lieutenant Governor,,Rebecca Cook,DEM,304
ADAIR,009 BRASHEAR,Lieutenant Governor,,Peter Kinder,REP,658
ADAIR,009 BRASHEAR,Lieutenant Governor,,Michael Ferguson,LIB,17
ADAIR,009 BRASHEAR,Lieutenant Governor,,Bruce Hillis,CST,17
ADAIR,009 BRASHEAR,Secretary Of State,,Robin Carnahan,DEM,426
ADAIR,009 BRASHEAR,Secretary Of State,,Catherine Hanaway,REP,533
ADAIR,009 BRASHEAR,Secretary Of State,,Christopher Davis,LIB,33
ADAIR,009 BRASHEAR,Secretary Of State,,Donna Ivanovich,CST,9
ADAIR,009 BRASHEAR,State House,2,Laura Gruber,DEM,272
ADAIR,009 BRASHEAR,State House,2,Robert Behnen,REP,743
ADAIR,009 BRASHEAR,State Treasurer,,Mark Powell,DEM,363
ADAIR,009 BRASHEAR,State Treasurer,,Sarah Steelman,REP,583
ADAIR,009 BRASHEAR,State Treasurer,,Lisa Emerson,LIB,14
ADAIR,009 BRASHEAR,State Treasurer,,Chris Fluharty,CST,18
ADAIR,009 BRASHEAR,President,,John F. Kerry,DEM,326
ADAIR,009 BRASHEAR,President,,George W. Bush,REP,679
ADAIR,009 BRASHEAR,President,,Michael Badnarik,LIB,10
ADAIR,009 BRASHEAR,President,,Michael A. Peroutka,CST,9
ADAIR,009 BRASHEAR,President,,Ralph Nader,WI,0
ADAIR,009 BRASHEAR,U.S. House,9,Linda Jacobsen,DEM,206
ADAIR,009 BRASHEAR,U.S. House,9,Kenny Hulshof,REP,785
ADAIR,009 BRASHEAR,U.S. House,9,Tamara Millay,LIB,12
ADAIR,009 BRASHEAR,U.S. House,9,Chris Earl,CST,10
ADAIR,009 BRASHEAR,U.S. Senate,,Nancy Farmer,DEM,229
ADAIR,009 BRASHEAR,U.S. Senate,,Christopher Bond,REP,769
ADAIR,009 BRASHEAR,U.S. Senate,,Kevin Tull,LIB,9
ADAIR,009 BRASHEAR,U.S. Senate,,Don Griffin,CST,9
ADAIR,010 NOVINGER,Attorney General,,Jeremiah Nixon,DEM,501
ADAIR,010 NOVINGER,Attorney General,,Christopher Byrd,REP,455
ADAIR,010 NOVINGER,Attorney General,,David Browning,LIB,26
ADAIR,010 NOVINGER,Attorney General,,David Fry,CST,9
ADAIR,010 NOVINGER,Governor,,Claire McCaskill,DEM,308
ADAIR,010 NOVINGER,Governor,,Matthew Blunt,REP,696
ADAIR,010 NOVINGER,Governor,,John Swenson,LIB,9
ADAIR,010 NOVINGER,Governor,,Robert Wells,CST,4
ADAIR,010 NOVINGER,Governor,,Kenneth Johnson,WI,0
ADAIR,010 NOVINGER,Lieutenant Governor,,Rebecca Cook,DEM,348
ADAIR,010 NOVINGER,Lieutenant Governor,,Peter Kinder,REP,615
ADAIR,010 NOVINGER,Lieutenant Governor,,Michael Ferguson,LIB,18
ADAIR,010 NOVINGER,Lieutenant Governor,,Bruce Hillis,CST,14
ADAIR,010 NOVINGER,Secretary Of State,,Robin Carnahan,DEM,450
ADAIR,010 NOVINGER,Secretary Of State,,Catherine Hanaway,REP,511
ADAIR,010 NOVINGER,Secretary Of State,,Christopher Davis,LIB,33
ADAIR,010 NOVINGER,Secretary Of State,,Donna Ivanovich,CST,7
ADAIR,010 NOVINGER,State House,2,Laura Gruber,DEM,310
ADAIR,010 NOVINGER,State House,2,Robert Behnen,REP,701
ADAIR,010 NOVINGER,State Treasurer,,Mark Powell,DEM,390
ADAIR,010 NOVINGER,State Treasurer,,Sarah Steelman,REP,562
ADAIR,010 NOVINGER,State Treasurer,,Lisa Emerson,LIB,19
ADAIR,010 NOVINGER,State Treasurer,,Chris Fluharty,CST,14
ADAIR,010 NOVINGER,President,,John F. Kerry,DEM,399
ADAIR,010 NOVINGER,President,,George W. Bush,REP,609
ADAIR,010 NOVINGER,President,,Michael Badnarik,LIB,8
ADAIR,010 NOVINGER,President,,Michael A. Peroutka,CST,0
ADAIR,010 NOVINGER,President,,Ralph Nader,WI,0
ADAIR,010 NOVINGER,U.S. House,9,Linda Jacobsen,DEM,272
ADAIR,010 NOVINGER,U.S. House,9,Kenny Hulshof,REP,714
ADAIR,010 NOVINGER,U.S. House,9,Tamara Millay,LIB,14
ADAIR,010 NOVINGER,U.S. House,9,Chris Earl,CST,5
ADAIR,010 NOVINGER,U.S. Senate,,Nancy Farmer,DEM,261
ADAIR,010 NOVINGER,U.S. Senate,,Christopher Bond,REP,739
ADAIR,010 NOVINGER,U.S. Senate,,Kevin Tull,LIB,6
ADAIR,010 NOVINGER,U.S. Senate,,Don Griffin,CST,7
ADAIR,12 WRITE IN,Governor,,Claire McCaskill,DEM,0
ADAIR,12 WRITE IN,Governor,,Matthew Blunt,REP,0
ADAIR,12 WRITE IN,Governor,,John Swenson,LIB,0
ADAIR,12 WRITE IN,Governor,,Robert Wells,CST,0
ADAIR,12 WRITE IN,Governor,,Kenneth Johnson,WI,1
ADAIR,12 WRITE IN,President,,John F. Kerry,DEM,0
