district,C_TOT24,C_HSP24,C_NHS24,C_WHT24,C_BLA24,C_AMI24,C_ASI24,C_NHP24,C_2OM24,C_BLW24,C_AIW24,C_ASW24,C_AIB24,C_AIA24,C_ASN24,C_BLK24,CVAP_TOT24,CVAP_HSP24,CVAP_NHS24,CVAP_WHT24,CVAP_BLA24,CVAP_AMI24,CVAP_ASI24,CVAP_NHP24,CVAP_2OM24,CVAP_BLW24,CVAP_AIW24,CVAP_ASW24,CVAP_AIB24,CVAP_AIA24,CVAP_ASN24,CVAP_BLK24
12,179443,4399,175068,167534,2805,297,725,54,292,1080,1622,607,104,2016,1332,3973,139084,2951,136155,130858,2502,229,553,30,174,267,1211,216,127,1562,769,2886
13,182550,3043,179512,45162,126030,78,838,33,1588,3142,522,482,1725,2345,1333,130944,137182,1738,135454,39234,91252,99,669,37,893,1394,463,304,1134,1711,993,93778
14,177502,8776,168650,72401,84678,90,3761,5,841,4496,541,1055,729,1342,4807,89864,136471,4861,131551,61636,62415,95,2755,24,694,2215,474,669,570,1127,3401,65203
15,175802,7335,168447,145827,4707,92,13101,6,346,1590,577,2205,32,704,15327,6323,135996,4191,131801,116501,3648,88,9299,4,188,658,509,1001,25,620,10272,4325
16,174700,9260,165440,149537,6394,676,2058,405,883,1772,2238,1366,111,3025,3424,8277,134708,6327,128381,116648,4971,537,1715,284,545,938,1825,818,100,2462,2533,6009
17,174320,15007,159285,130091,15499,364,5460,608,671,3476,1500,1350,215,2080,6804,19230,132777,9792,122976,103714,10573,306,3838,386,371,1426,1189,948,213,1710,4782,12227
18,174961,3424,171537,160254,5336,322,834,129,402,2279,1215,697,69,1606,1531,7684,135434,1886,133548,125961,4389,242,623,18,228,669,983,370,65,1290,993,5123
19,182076,7328,174748,143529,17465,165,5661,105,515,3576,1373,2241,118,1656,7902,21159,144814,4878,139936,118195,12736,114,4572,80,338,1415,1106,1296,84,1304,5868,14235
20,179755,4991,174712,164486,2039,479,2228,120,459,1462,2346,1038,69,2897,3306,3586,133723,3087,130636,124355,1292,432,1445,52,246,605,1642,542,41,2125,2004,1930
21,183377,7441,175964,163705,5464,410,704,239,550,2642,1609,661,31,2049,1371,8097,141129,4740,136398,127705,4744,312,515,145,405,1083,1202,282,17,1529,801,5829
22,181130,4982,176168,168390,2147,148,1789,59,279,1662,1118,528,27,1287,2321,3846,140272,3266,137029,132064,1320,128,1231,42,92,938,890,303,28,1045,1529,2285
23,177022,6999,170030,150723,9726,48,3543,125,637,2824,891,1362,137,1083,4893,12712,141694,4610,137080,123294,7822,38,2783,81,408,1267,743,508,124,909,3287,9204
24,172856,4895,168031,145058,11177,91,6877,76,424,2042,467,1681,124,677,8510,13338,134957,3172,131828,115665,8545,62,5229,39,303,857,365,607,77,501,5871,9489
25,174946,4369,170577,149458,12199,216,435,34,286,2982,4275,619,73,4564,1054,15254,133364,2350,131014,116969,8896,166,326,32,206,993,2951,402,73,3190,728,9962
26,183625,4201,179421,172447,1962,164,709,87,532,936,1992,576,27,2183,1285,2924,141633,2530,139102,134344,1540,173,611,55,388,333,1319,314,19,1513,925,1892
27,176348,4371,171977,154835,9885,299,784,88,257,1477,3535,800,17,3851,1584,11379,137224,2571,134653,123247,6713,199,595,66,150,528,2614,514,27,2840,1109,7268
28,185833,6756,179077,170285,1935,299,642,191,217,1689,3178,616,25,3502,1258,3649,143188,3890,139298,133476,1549,235,416,100,139,631,2384,339,29,2648,755,2209
29,185753,10792,174961,165398,1120,665,1666,476,416,1285,2967,897,71,3703,2563,2476,139117,5769,133348,127296,744,482,969,168,211,530,2350,564,34,2866,1533,1308
30,177461,9948,167565,149331,7413,476,2209,271,1064,3143,1979,1413,252,2704,3582,10792,145644,6457,139187,125865,5825,380,1952,179,634,1524,1669,964,179,2218,2899,7536
31,179822,8800,171022,155828,7481,307,1116,239,601,2332,1883,1188,47,2237,2304,9860,138133,5549,132584,122074,6038,266,945,106,269,878,1416,554,38,1720,1499,6954
32,179487,13261,166226,151486,2599,1429,2043,538,552,2337,4555,582,105,6089,2625,5041,134857,6911,127946,118301,1986,1078,1428,118,291,929,3415,294,106,4599,1722,3021
33,180761,6959,173802,165103,2198,457,619,5,320,979,3351,725,45,3853,1344,3222,142256,4315,137941,131823,1604,350,453,17,260,411,2628,355,40,3018,808,2055
34,183894,12300,171570,148394,12027,295,2832,365,1050,3119,1485,1536,415,2202,4368,15577,141591,7935,133634,117872,8631,255,2300,315,533,1379,1163,751,423,1846,3051,10443
