district,C_TOT24,C_HSP24,C_NHS24,C_WHT24,C_BLA24,C_AMI24,C_ASI24,C_NHP24,C_2OM24,C_BLW24,C_AIW24,C_ASW24,C_AIB24,C_AIA24,C_ASN24,C_BLK24,CVAP_TOT24,CVAP_HSP24,CVAP_NHS24,CVAP_WHT24,CVAP_BLA24,CVAP_AMI24,CVAP_ASI24,CVAP_NHP24,CVAP_2OM24,CVAP_BLW24,CVAP_AIW24,CVAP_ASW24,CVAP_AIB24,CVAP_AIA24,CVAP_ASN24,CVAP_BLK24
43,38234,857,37357,34317,1439,128,161,12,76,859,238,103,4,355,251,2310,29417,407,29003,26900,1307,128,126,12,43,245,215,19,5,334,129,1552
44,39684,1235,38300,35133,1302,9,584,19,65,567,396,228,0,402,853,1860,30319,811,29504,27340,961,8,411,1,51,255,281,134,0,292,576,1226
45,36163,1456,34694,27566,4024,6,874,62,165,705,407,684,58,468,1578,4782,32810,1280,31519,26041,2870,0,798,66,168,494,366,540,55,420,1357,3414
46,33579,1973,31639,21958,6622,35,862,0,185,1110,223,567,14,274,1405,7768,25726,1266,24474,18565,4466,19,640,0,65,245,196,265,10,222,888,4740
47,35667,1444,34229,29736,2105,88,1160,0,25,588,222,374,0,311,1531,2690,27295,895,26417,23377,1528,67,964,3,31,167,176,165,0,245,1129,1686
48,36227,719,35502,32779,1630,107,39,9,91,383,388,54,19,510,93,2026,28138,372,27759,25671,1431,67,13,5,90,114,313,32,17,397,45,1557
49,39042,962,38096,34698,1627,129,27,4,61,1025,410,99,49,600,123,2692,31244,691,30559,28042,1488,97,20,1,28,422,336,76,60,505,91,1974
50,36983,1220,35886,29136,3412,27,2181,24,75,606,125,388,46,201,2535,4059,28664,626,28022,22872,2911,20,1759,10,23,254,87,192,19,125,1918,3169
51,37554,2689,34873,31150,1594,37,209,200,190,1058,329,168,0,366,376,2668,29197,1713,27489,24946,1377,30,107,122,94,565,185,103,0,216,210,1960
52,35372,3287,32081,29178,1020,17,174,139,125,969,311,122,0,328,299,1985,26412,1641,24753,22908,869,0,153,77,64,367,250,23,5,254,191,1241
53,37248,1162,36078,34792,289,130,63,0,40,342,319,71,8,443,138,623,28482,671,27812,26941,248,100,73,0,49,117,265,26,0,353,100,346
54,36935,1816,35152,32013,1397,40,337,0,146,471,381,365,0,421,700,1868,29379,1225,28142,25791,1182,37,321,0,78,234,305,190,0,343,509,1414
55,39508,1236,38267,36415,564,71,112,56,81,377,409,145,30,512,257,976,30389,901,29486,28198,520,63,78,7,54,132,310,93,25,395,171,677
56,39429,2997,36466,30450,3592,25,412,59,212,891,398,405,17,461,811,4500,29854,1650,28241,24197,2768,23,390,34,52,301,295,155,13,353,539,3080
57,40280,1392,38858,36563,887,131,147,155,80,250,454,228,0,583,374,1141,30715,942,29804,28214,662,92,117,64,58,132,371,134,0,462,238,796
58,36898,1249,35647,34013,393,25,142,4,81,134,788,61,9,823,203,536,27999,799,27198,26062,377,14,107,4,42,46,542,7,0,556,114,422
59,39187,1292,37881,34908,978,88,220,13,26,670,951,183,43,1088,406,1595,29537,682,28848,27004,784,83,118,11,19,213,694,87,41,814,207,1010
60,36792,1248,35558,27237,6313,123,365,4,72,488,429,138,190,736,500,7087,29492,876,28623,22615,4500,82,287,10,64,227,437,22,173,696,307,4928
61,37873,546,37326,36258,260,99,29,43,62,137,373,74,0,472,97,397,29510,410,29100,28340,196,83,26,24,60,57,245,73,0,328,92,253
62,37369,1603,35735,33638,883,108,115,13,81,363,414,134,0,499,257,1241,28560,1025,27500,26216,650,105,71,5,32,107,273,58,0,358,135,759
63,38478,1319,37171,32904,2269,16,432,10,202,778,138,244,43,201,688,3109,27157,816,26336,23496,1827,6,368,10,88,190,88,136,44,135,499,2045
64,38509,1998,36531,32569,1924,5,759,5,81,667,201,290,143,355,1035,2717,28944,1031,27927,25439,1356,0,580,0,38,237,154,141,55,218,713,1648
65,36227,858,35375,31761,1653,17,440,43,98,830,169,360,1,183,811,2494,28582,626,27973,25538,1405,13,408,29,58,243,133,161,0,143,574,1639
66,35836,464,35372,4858,29747,12,38,14,179,262,94,0,167,283,38,30178,25385,183,25202,4446,20123,17,48,17,156,116,93,5,153,268,56,20417
67,38334,1171,37137,7199,28169,0,227,0,191,595,67,109,578,628,320,29365,28899,748,28142,6394,20596,4,207,8,104,306,44,90,382,429,289,21284
68,37936,377,37564,14944,20985,13,294,8,56,878,214,57,143,364,353,21973,29798,181,29641,12574,15956,21,219,4,25,411,190,58,142,344,278,16520
69,36880,1190,35686,33002,863,0,948,5,112,275,212,261,12,226,1207,1160,28880,769,28118,26241,652,0,715,0,37,176,164,141,11,176,852,848
70,35715,1528,34125,17920,13117,11,433,5,390,1553,99,216,260,374,652,14976,27977,701,27237,15449,10190,0,409,7,270,538,91,123,156,255,533,10884
71,34696,1140,33556,25614,3779,7,2690,4,108,642,112,493,19,133,3191,4489,27961,651,27313,21352,2957,5,2259,4,39,419,89,186,18,111,2453,3414
72,34153,3223,30894,19957,8955,25,745,5,64,622,279,202,5,311,959,9588,26597,2176,24372,16777,6254,40,623,5,47,227,244,98,10,296,723,6491
73,35441,1470,33946,9760,22566,4,184,0,158,1062,50,62,134,169,232,23824,25990,723,25262,8442,15669,9,62,5,144,691,53,24,118,171,100,16549
74,37296,1473,35883,9259,25079,28,296,0,252,675,66,126,159,248,415,25844,29101,753,28365,8020,19233,20,295,0,221,371,48,87,135,197,368,19675
75,34453,515,33952,12957,18574,5,202,2,779,524,73,102,732,824,320,19815,25808,354,25436,11126,13284,15,167,0,284,154,70,31,347,431,202,13766
76,34851,690,34169,9084,22912,75,101,42,597,748,122,197,131,348,300,23782,27471,564,26923,8357,17253,58,84,22,232,443,132,111,128,312,195,17810
77,32687,1108,31569,11351,17535,35,1615,11,180,463,13,101,139,208,1722,18128,28280,997,27275,10539,14489,50,1473,19,76,365,21,41,124,191,1523,14953
78,33146,1173,31979,13043,17702,122,288,0,150,872,93,128,71,241,412,18600,26081,663,25408,11632,12820,57,247,8,63,696,76,129,32,159,377,13539
79,33410,1210,32198,12989,17445,32,772,0,149,237,151,219,118,284,984,17808,27814,916,26891,11495,13857,21,745,0,87,144,153,183,78,259,916,14099
80,36089,3326,32828,19205,10544,33,1580,11,256,638,158,293,39,253,1878,11271,28755,1889,26893,16930,7881,29,1319,5,126,247,103,210,16,157,1531,8158
81,35670,1869,33766,18757,12197,85,1078,5,195,831,208,330,63,356,1374,13121,27823,815,27001,16769,8496,81,775,9,77,371,193,147,62,336,924,8951
82,36926,1191,35695,32008,2322,15,424,12,207,321,142,163,133,288,616,2714,31083,926,30138,27279,1864,5,330,7,100,158,138,140,131,274,469,2126
83,34243,657,33593,29190,2284,0,880,0,229,620,196,260,8,212,1135,2869,27773,539,27259,24175,1685,0,743,0,145,309,138,121,14,155,849,1990
84,34349,990,33367,11886,19680,44,706,0,153,391,54,252,119,217,961,20227,28113,730,27391,10861,15027,49,601,12,141,385,48,142,116,213,742,15547
85,35566,168,35325,2054,32102,40,74,4,312,479,45,5,211,315,80,32790,26517,90,26406,1951,23505,44,49,1,310,336,52,0,198,308,45,24023
86,33929,1500,32433,18940,10738,30,1231,0,48,532,87,776,65,182,2031,11337,27434,844,26597,16064,8486,27,943,10,30,412,65,504,63,155,1438,8963
87,30392,1341,29111,21577,4192,4,1966,4,120,928,88,232,64,157,2190,5178,24587,943,23684,18711,3271,5,1118,0,117,270,77,96,51,130,1213,3569
88,38349,1555,36813,33924,830,27,1265,16,108,248,188,231,0,215,1507,1058,29047,852,28181,25988,732,24,974,7,83,93,94,134,0,117,1131,826
89,35337,849,34481,30534,693,33,2458,0,65,136,35,585,4,70,3036,786,26833,531,26312,23496,557,29,1751,4,49,59,13,364,7,46,2109,613
90,35444,938,34551,31778,1334,10,579,0,59,328,89,338,39,139,929,1709,26033,552,25493,23775,1060,0,359,0,51,116,67,60,8,76,423,1170
91,34999,1197,33816,29925,2319,24,539,5,107,487,116,237,0,131,770,2834,27383,712,26675,23811,1931,10,516,13,49,129,65,119,0,72,622,2075
92,35267,830,34415,31681,800,52,682,0,79,446,189,486,0,207,1171,1260,28932,574,28328,26487,608,35,503,0,60,89,160,344,0,175,857,711
93,34159,920,33241,29806,1509,13,1191,13,15,218,190,278,0,239,1477,1731,26816,586,26224,23832,1037,12,855,10,5,175,147,161,4,183,1013,1207
94,36532,920,35613,32714,1328,10,726,0,33,382,214,188,0,223,918,1711,30128,687,29453,27674,903,4,495,9,10,85,179,67,4,188,584,994
95,35396,488,34906,32927,790,42,307,10,72,277,208,270,7,257,576,1071,28954,332,28623,27337,573,31,264,17,63,61,175,106,6,211,371,640
96,36557,771,35792,34223,515,4,453,46,28,240,104,144,0,108,595,768,28699,458,28238,27167,467,0,354,12,12,88,71,26,0,71,374,565
97,38594,1291,37264,35064,599,28,448,41,144,509,278,164,0,309,612,1101,30376,944,29419,28057,408,30,321,26,56,243,195,60,5,230,387,667
98,36042,1540,34393,29388,1576,11,2433,6,110,286,137,438,5,150,2872,1847,27897,1089,26763,23611,1001,13,1685,0,41,143,113,91,2,128,1790,1159
99,33870,891,33057,24949,3359,47,3133,0,86,577,67,885,8,123,3991,3940,26173,681,25544,19937,2654,35,2314,4,39,161,83,333,0,118,2649,2812
100,35448,1540,33946,29275,1256,8,2566,0,1,204,186,469,0,195,3022,1471,27356,855,26524,23515,925,10,1750,0,0,62,151,248,0,163,1969,972
101,36285,1354,34934,29255,887,32,3400,0,76,716,135,383,14,184,3794,1597,28033,674,27363,23545,667,25,2491,0,54,275,101,117,8,139,2644,957
102,37483,1250,36218,33538,1595,6,199,21,53,529,194,92,24,214,283,2124,28891,713,28168,26331,1210,8,164,22,24,259,165,33,20,185,198,1466
103,35309,1774,33527,29265,2378,6,789,2,122,513,190,204,0,196,992,2898,27711,997,26709,23778,1777,6,583,4,57,192,154,91,0,160,671,1990
104,36577,848,35719,32295,1653,0,738,12,141,439,138,348,15,150,1091,2109,29268,685,28573,26115,1368,0,522,0,103,268,120,96,16,135,622,1642
105,34420,1900,32525,27541,2601,37,1017,58,32,695,138,223,4,182,1234,3321,28599,1216,27380,23790,2123,25,789,52,18,205,129,95,4,160,887,2344
106,37655,1950,35701,31006,2506,0,739,5,228,577,179,391,100,281,1128,3159,30186,1205,28982,25707,1944,6,626,0,186,229,136,86,86,230,709,2265
107,35091,958,34143,30618,1277,31,1257,2,159,297,75,493,4,111,1752,1566,26181,687,25499,23171,1084,23,741,4,115,119,74,259,0,97,989,1183
108,39074,1321,37741,33782,2134,7,937,11,54,458,213,205,5,224,1145,2605,28787,947,27829,25130,1604,8,559,12,9,235,167,80,0,176,660,1869
109,38996,837,38167,37091,326,26,64,22,118,137,293,87,7,319,147,453,30079,478,29618,28886,257,27,55,29,40,23,235,71,7,269,130,268
110,36405,1651,34758,31818,275,9,1813,0,78,104,133,485,11,154,2288,403,27700,911,26793,24704,225,8,1428,4,44,17,138,253,8,151,1644,250
111,36599,939,35674,34683,140,34,323,6,18,91,279,96,0,303,427,230,28806,563,28203,27490,120,17,257,0,17,36,207,37,0,222,294,163
112,35838,1015,34832,33654,228,17,255,0,0,380,192,83,5,215,326,621,27758,664,27138,26277,158,8,138,0,4,313,180,46,5,204,180,457
113,39104,917,38200,37048,192,16,383,12,18,175,244,97,22,280,485,386,30298,590,29710,28961,147,20,225,16,12,77,190,54,18,220,278,253
114,39873,1042,38822,36339,1043,80,412,0,102,534,135,158,0,216,581,1577,29639,630,29008,27559,535,64,320,0,4,269,129,133,0,190,453,794
115,38090,418,37686,36373,148,20,211,4,89,474,378,12,0,405,211,625,29572,239,29342,28528,114,20,184,0,76,147,304,3,0,326,186,261
116,38885,714,38172,35895,1031,165,74,0,65,211,507,204,21,686,269,1256,30286,422,29867,28126,987,102,65,9,51,90,370,47,19,494,113,1096
117,38448,671,37774,35515,838,89,154,7,24,101,990,39,29,1115,196,975,30343,445,29897,27941,814,66,123,0,29,82,796,29,23,882,151,919
118,38814,569,38244,36679,505,14,42,17,126,234,422,149,3,438,202,744,30408,396,30019,28936,462,11,40,6,90,45,340,40,3,348,86,522
119,38889,863,38026,36509,441,21,191,1,234,221,247,153,9,285,342,687,29888,490,29380,28336,297,38,107,0,192,127,184,94,9,235,195,443
120,37068,809,36259,34965,236,126,137,65,26,177,484,38,5,615,175,418,28774,483,28291,27326,162,132,129,31,21,36,434,12,8,574,141,206
121,37442,5359,32103,24107,4161,142,854,250,642,618,431,753,89,659,1619,4875,29454,3956,25496,19023,3730,68,778,181,486,287,420,431,85,571,1205,4097
122,38025,1143,36888,34141,825,96,752,20,17,335,453,216,22,570,971,1183,29846,731,29118,27089,631,96,568,28,4,180,372,135,8,476,704,819
123,39333,1264,38064,36893,242,16,151,0,13,166,467,133,0,483,283,407,32769,727,32037,31205,247,18,139,0,4,52,333,58,0,347,198,301
124,38565,962,37583,35218,1158,48,123,26,52,242,523,232,6,580,350,1399,29460,586,28875,27613,451,41,74,19,23,111,368,173,5,416,258,572
125,38355,807,37565,35886,525,58,144,4,26,109,688,79,8,778,221,646,29226,445,28773,27561,487,55,65,9,8,4,515,37,12,591,102,506
126,37591,906,36681,35189,270,58,43,4,30,300,607,167,17,692,210,587,29659,566,29092,28056,258,37,27,6,37,108,453,111,12,511,138,378
127,37158,1497,35651,34145,102,264,15,5,45,109,919,69,0,1158,85,212,28039,737,27322,26202,87,219,8,0,41,46,713,5,13,936,13,143
128,38020,987,37038,35395,236,68,267,0,32,265,613,149,0,673,416,501,29675,652,29023,27965,154,62,139,4,21,115,459,92,0,513,231,269
129,40038,787,39254,37641,436,88,48,70,71,183,512,201,12,612,249,631,29045,478,28564,27398,415,95,43,15,42,61,363,121,13,471,164,489
130,38861,1429,37440,34556,908,182,351,50,206,539,371,191,62,608,554,1480,29198,750,28450,26697,650,154,192,56,49,301,253,115,19,427,319,936
131,37325,821,36513,34527,524,80,148,0,74,414,431,319,0,521,475,942,27780,579,27211,26194,92,62,126,0,53,174,349,141,0,423,264,270
132,34907,1598,33338,28966,2071,118,202,79,351,855,443,193,142,699,404,3029,29201,1219,28000,24791,1611,90,209,64,131,488,396,114,117,593,338,2253
133,37481,2133,35345,31218,1719,119,466,132,312,557,442,441,4,572,878,2258,30759,1341,29410,26250,1510,106,462,60,237,223,339,287,5,451,726,1720
134,37059,2040,35015,32025,683,18,1157,25,125,389,341,254,0,364,1406,1082,29638,1365,28274,26298,482,10,756,22,109,159,229,165,0,245,919,653
135,37013,2832,34155,29774,1691,138,247,15,216,953,516,400,97,748,641,2819,30449,1720,28719,25669,1261,99,213,2,169,431,477,294,49,617,512,1742
136,36759,1814,34929,31869,1138,42,803,0,126,458,365,192,3,404,1000,1614,29760,1259,28485,26286,868,41,672,0,70,151,275,149,6,321,818,1032
137,38367,975,37395,35247,228,6,1011,20,16,173,389,216,1,394,1233,385,28500,511,27992,26544,182,4,724,12,0,110,264,120,2,269,843,285
138,40191,1193,38992,37669,118,112,28,6,69,194,709,79,19,838,107,330,32622,754,31862,30886,83,78,34,0,39,90,577,63,16,668,99,189
139,39926,1237,38667,36725,229,85,448,67,81,329,441,283,0,522,729,543,29616,710,28903,27659,165,60,210,32,54,133,381,190,0,439,400,298
140,40282,1593,38716,36965,396,44,157,19,72,511,407,109,0,457,266,923,29959,996,28970,27989,279,39,92,5,28,231,258,63,0,302,153,510
141,39278,934,38338,36457,199,42,70,97,172,460,683,134,0,722,183,672,29608,551,29063,27827,135,45,70,38,15,331,473,81,7,517,134,466
142,39776,1057,38725,37189,136,131,192,16,14,22,904,103,0,1038,317,156,30037,701,29343,28223,125,84,145,15,7,11,653,93,0,746,254,140
143,39559,989,38564,36128,960,233,94,0,124,248,654,127,7,895,218,1214,31019,659,30357,28463,816,222,75,15,85,135,523,17,13,758,91,964
144,37460,425,37023,35442,213,48,172,0,83,288,743,57,4,796,230,499,29634,300,29319,28353,164,51,145,0,40,35,522,22,0,575,163,191
145,37247,641,36606,35368,362,15,34,0,229,282,259,57,0,274,91,644,29026,371,28655,27803,336,32,27,0,130,112,194,21,0,226,48,448
146,38732,821,37897,35777,646,105,185,3,11,223,834,139,0,939,321,868,29310,520,28787,27316,443,38,172,0,12,86,653,79,0,690,250,530
147,38241,1450,36804,29640,5225,85,431,66,100,421,529,287,0,614,721,5646,31475,898,30579,25961,3410,78,271,53,42,190,347,207,6,431,477,3606
148,37797,950,36847,31214,3474,19,5,19,40,658,1229,176,13,1261,181,4145,28746,530,28216,24384,2475,9,19,13,31,201,891,182,11,911,201,2687
149,36835,607,36233,26426,7521,55,145,4,98,643,1223,47,49,1327,193,8221,27764,379,27386,20718,5488,31,126,8,70,128,767,9,35,832,136,5638
150,36002,1799,34200,29302,2361,36,88,5,62,907,1216,217,9,1261,304,3269,26797,833,25968,22884,1721,19,52,0,51,263,819,142,14,853,193,2013
151,38889,761,38135,36731,515,24,58,17,0,335,392,51,0,416,109,856,29838,408,29436,28532,288,11,35,20,4,191,320,27,10,341,64,493
152,38369,922,37445,33499,1888,74,122,4,89,965,492,316,15,581,438,2868,29341,506,28830,26240,1407,75,100,4,53,345,375,231,9,459,331,1759
153,38988,509,38479,36802,109,48,37,4,37,164,1295,22,0,1340,59,270,30042,309,29730,28508,102,51,29,0,32,74,931,10,15,996,39,191
154,39207,997,38211,36675,152,70,157,0,75,187,657,208,5,734,365,347,29653,641,29017,27993,130,32,121,8,63,48,552,60,0,586,181,178
155,39459,1057,38407,36967,238,145,87,3,28,185,691,67,4,844,142,425,31871,613,31242,30216,156,133,76,0,30,60,536,20,10,691,95,220
156,38010,3336,34672,32413,823,66,285,0,20,230,614,224,10,686,523,1055,29434,2007,27440,25958,462,40,163,0,36,149,480,160,5,516,324,623
157,37885,2707,35178,33635,102,164,170,11,26,355,553,152,10,727,322,467,28081,1344,26737,25694,78,122,161,13,5,151,419,94,0,541,255,229
158,38269,2951,35327,33301,81,81,597,153,58,30,802,218,5,889,818,115,29459,1669,27797,26458,91,64,352,9,35,2,648,139,5,717,490,97
159,37084,2650,34388,30742,483,665,623,266,222,168,1112,152,56,1826,763,687,27591,1304,26273,23898,221,461,368,127,112,103,897,95,25,1385,460,339
160,38655,2365,36327,32978,445,332,422,310,98,349,1123,165,5,1466,596,820,29222,1183,28046,26176,240,261,225,15,59,152,793,81,4,1056,310,407
161,36163,2461,33716,29701,1154,242,643,60,183,756,880,137,13,1127,784,1934,28231,1337,26883,24394,869,189,414,20,74,255,613,70,11,804,487,1142
162,36416,1414,34994,32251,395,85,462,50,64,437,1028,97,87,1204,564,913,26908,847,26069,24051,373,64,435,55,31,182,756,20,81,902,455,635
163,36121,5455,30655,28080,389,287,183,69,147,662,691,146,0,983,319,1041,26726,2749,23968,22209,375,215,132,10,87,226,612,101,6,842,230,601
